file_type,district,year,month,file_name,file_id,megabites,download_url
meta,3,2009,August,d03_text_meta_2009_08_29.txt,110071,0.1,/?download=110071&dnode=Clearinghouse
meta,3,2009,September,d03_text_meta_2009_09_16.txt,110073,0.1,/?download=110073&dnode=Clearinghouse
meta,3,2009,September,d03_text_meta_2009_09_24.txt,110075,0.1,/?download=110075&dnode=Clearinghouse
meta,3,2009,October,d03_text_meta_2009_10_08.txt,110077,0.1,/?download=110077&dnode=Clearinghouse
meta,3,2009,November,d03_text_meta_2009_11_11.txt,110079,0.1,/?download=110079&dnode=Clearinghouse
meta,3,2009,November,d03_text_meta_2009_11_19.txt,110081,0.1,/?download=110081&dnode=Clearinghouse
meta,3,2009,November,d03_text_meta_2009_11_20.txt,110083,0.1,/?download=110083&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_01.txt,110087,0.1,/?download=110087&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_05.txt,110089,0.1,/?download=110089&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_07.txt,110091,0.1,/?download=110091&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_08.txt,110093,0.1,/?download=110093&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_12.txt,110095,0.1,/?download=110095&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_14.txt,110097,0.1,/?download=110097&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_21.txt,110099,0.1,/?download=110099&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_22.txt,110101,0.1,/?download=110101&dnode=Clearinghouse
meta,3,2010,January,d03_text_meta_2010_01_30.txt,110103,0.1,/?download=110103&dnode=Clearinghouse
meta,3,2010,February,d03_text_meta_2010_02_10.txt,110105,0.1,/?download=110105&dnode=Clearinghouse
meta,3,2010,March,d03_text_meta_2010_03_09.txt,110107,0.1,/?download=110107&dnode=Clearinghouse
meta,3,2010,March,d03_text_meta_2010_03_10.txt,110109,0.1,/?download=110109&dnode=Clearinghouse
meta,3,2010,March,d03_text_meta_2010_03_11.txt,110111,0.1,/?download=110111&dnode=Clearinghouse
meta,3,2010,March,d03_text_meta_2010_03_12.txt,110113,0.1,/?download=110113&dnode=Clearinghouse
meta,3,2010,March,d03_text_meta_2010_03_19.txt,110115,0.1,/?download=110115&dnode=Clearinghouse
meta,3,2010,April,d03_text_meta_2010_04_07.txt,110117,0.1,/?download=110117&dnode=Clearinghouse
meta,3,2010,April,d03_text_meta_2010_04_14.txt,110119,0.1,/?download=110119&dnode=Clearinghouse
meta,3,2010,April,d03_text_meta_2010_04_15.txt,110121,0.1,/?download=110121&dnode=Clearinghouse
meta,3,2010,April,d03_text_meta_2010_04_16.txt,110123,0.1,/?download=110123&dnode=Clearinghouse
meta,3,2010,April,d03_text_meta_2010_04_22.txt,110125,0.1,/?download=110125&dnode=Clearinghouse
meta,3,2010,May,d03_text_meta_2010_05_01.txt,110127,0.1,/?download=110127&dnode=Clearinghouse
meta,3,2010,May,d03_text_meta_2010_05_07.txt,110129,0.1,/?download=110129&dnode=Clearinghouse
meta,3,2010,May,d03_text_meta_2010_05_26.txt,110131,0.1,/?download=110131&dnode=Clearinghouse
meta,3,2010,June,d03_text_meta_2010_06_09.txt,110133,0.1,/?download=110133&dnode=Clearinghouse
meta,3,2010,June,d03_text_meta_2010_06_18.txt,110135,0.1,/?download=110135&dnode=Clearinghouse
meta,3,2010,June,d03_text_meta_2010_06_23.txt,110137,0.1,/?download=110137&dnode=Clearinghouse
meta,3,2010,June,d03_text_meta_2010_06_24.txt,110139,0.1,/?download=110139&dnode=Clearinghouse
meta,3,2010,June,d03_text_meta_2010_06_26.txt,110141,0.1,/?download=110141&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_03.txt,110143,0.1,/?download=110143&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_08.txt,110145,0.1,/?download=110145&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_09.txt,110147,0.1,/?download=110147&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_20.txt,110149,0.1,/?download=110149&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_21.txt,110151,0.1,/?download=110151&dnode=Clearinghouse
meta,3,2010,July,d03_text_meta_2010_07_29.txt,110153,0.1,/?download=110153&dnode=Clearinghouse
meta,3,2010,August,d03_text_meta_2010_08_14.txt,110155,0.1,/?download=110155&dnode=Clearinghouse
meta,3,2010,August,d03_text_meta_2010_08_27.txt,110157,0.1,/?download=110157&dnode=Clearinghouse
meta,3,2010,September,d03_text_meta_2010_09_23.txt,110159,0.1,/?download=110159&dnode=Clearinghouse
meta,3,2010,October,d03_text_meta_2010_10_06.txt,110161,0.1,/?download=110161&dnode=Clearinghouse
meta,3,2010,November,d03_text_meta_2010_11_05.txt,110163,0.1,/?download=110163&dnode=Clearinghouse
meta,3,2010,November,d03_text_meta_2010_11_24.txt,110165,0.1,/?download=110165&dnode=Clearinghouse
meta,3,2010,December,d03_text_meta_2010_12_04.txt,110167,0.1,/?download=110167&dnode=Clearinghouse
meta,3,2010,December,d03_text_meta_2010_12_10.txt,110169,0.1,/?download=110169&dnode=Clearinghouse
meta,3,2010,December,d03_text_meta_2010_12_11.txt,110171,0.1,/?download=110171&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2010_12_11.txt,110171,0.1,/?download=110171&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_02.txt,110235,0.1,/?download=110235&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_03.txt,110237,0.1,/?download=110237&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_07.txt,110239,0.1,/?download=110239&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_08.txt,110241,0.1,/?download=110241&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_14.txt,110243,0.1,/?download=110243&dnode=Clearinghouse
meta,3,2011,December,d03_text_meta_2011_12_14.txt,405667,0.1,/?download=405667&dnode=Clearinghouse
meta,3,2011,January,d03_text_meta_2011_01_13.txt,110173,0.1,/?download=110173&dnode=Clearinghouse
meta,3,2011,January,d03_text_meta_2011_01_15.txt,110175,0.1,/?download=110175&dnode=Clearinghouse
meta,3,2011,January,d03_text_meta_2011_01_25.txt,110177,0.1,/?download=110177&dnode=Clearinghouse
meta,3,2011,January,d03_text_meta_2011_01_27.txt,110179,0.1,/?download=110179&dnode=Clearinghouse
meta,3,2011,February,d03_text_meta_2011_02_04.txt,110181,0.1,/?download=110181&dnode=Clearinghouse
meta,3,2011,February,d03_text_meta_2011_02_10.txt,110183,0.1,/?download=110183&dnode=Clearinghouse
meta,3,2011,February,d03_text_meta_2011_02_11.txt,110185,0.1,/?download=110185&dnode=Clearinghouse
meta,3,2011,March,d03_text_meta_2011_03_24.txt,110187,0.1,/?download=110187&dnode=Clearinghouse
meta,3,2011,April,d03_text_meta_2011_04_16.txt,110189,0.1,/?download=110189&dnode=Clearinghouse
meta,3,2011,May,d03_text_meta_2011_05_06.txt,110191,0.1,/?download=110191&dnode=Clearinghouse
meta,3,2011,June,d03_text_meta_2011_06_09.txt,110193,0.1,/?download=110193&dnode=Clearinghouse
meta,3,2011,June,d03_text_meta_2011_06_11.txt,110195,0.1,/?download=110195&dnode=Clearinghouse
meta,3,2011,June,d03_text_meta_2011_06_17.txt,110197,0.1,/?download=110197&dnode=Clearinghouse
meta,3,2011,June,d03_text_meta_2011_06_18.txt,110199,0.1,/?download=110199&dnode=Clearinghouse
meta,3,2011,June,d03_text_meta_2011_06_29.txt,110201,0.1,/?download=110201&dnode=Clearinghouse
meta,3,2011,July,d03_text_meta_2011_07_09.txt,110203,0.1,/?download=110203&dnode=Clearinghouse
meta,3,2011,July,d03_text_meta_2011_07_26.txt,110205,0.1,/?download=110205&dnode=Clearinghouse
meta,3,2011,July,d03_text_meta_2011_07_30.txt,110207,0.1,/?download=110207&dnode=Clearinghouse
meta,3,2011,August,d03_text_meta_2011_08_05.txt,110209,0.1,/?download=110209&dnode=Clearinghouse
meta,3,2011,August,d03_text_meta_2011_08_06.txt,110211,0.1,/?download=110211&dnode=Clearinghouse
meta,3,2011,August,d03_text_meta_2011_08_24.txt,110213,0.1,/?download=110213&dnode=Clearinghouse
meta,3,2011,September,d03_text_meta_2011_09_03.txt,110215,0.1,/?download=110215&dnode=Clearinghouse
meta,3,2011,September,d03_text_meta_2011_09_08.txt,110217,0.1,/?download=110217&dnode=Clearinghouse
meta,3,2011,September,d03_text_meta_2011_09_30.txt,110219,0.1,/?download=110219&dnode=Clearinghouse
meta,3,2011,October,d03_text_meta_2011_10_12.txt,110221,0.1,/?download=110221&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_11.txt,110223,0.1,/?download=110223&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_18.txt,110225,0.1,/?download=110225&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_19.txt,110227,0.1,/?download=110227&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_23.txt,110229,0.1,/?download=110229&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_24.txt,110231,0.1,/?download=110231&dnode=Clearinghouse
meta,3,2011,November,d03_text_meta_2011_11_29.txt,110233,0.1,/?download=110233&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2011_12_14.txt,110243,0.1,/?download=110243&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2011_12_14.txt,405667,0.1,/?download=405667&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2012_12_06.txt,405745,0.1,/?download=405745&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2012_12_12.txt,405747,0.1,/?download=405747&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2012_12_28.txt,405749,0.1,/?download=405749&dnode=Clearinghouse
meta,3,2012,December,d03_text_meta_2012_12_29.txt,405751,0.1,/?download=405751&dnode=Clearinghouse
meta,3,2012,January,d03_text_meta_2012_01_07.txt,405669,0.1,/?download=405669&dnode=Clearinghouse
meta,3,2012,January,d03_text_meta_2012_01_10.txt,405671,0.1,/?download=405671&dnode=Clearinghouse
meta,3,2012,January,d03_text_meta_2012_01_13.txt,405673,0.1,/?download=405673&dnode=Clearinghouse
meta,3,2012,February,d03_text_meta_2012_02_16.txt,405675,0.1,/?download=405675&dnode=Clearinghouse
meta,3,2012,February,d03_text_meta_2012_02_24.txt,405677,0.1,/?download=405677&dnode=Clearinghouse
meta,3,2012,March,d03_text_meta_2012_03_01.txt,405679,0.1,/?download=405679&dnode=Clearinghouse
meta,3,2012,March,d03_text_meta_2012_03_03.txt,405681,0.1,/?download=405681&dnode=Clearinghouse
meta,3,2012,March,d03_text_meta_2012_03_07.txt,405683,0.1,/?download=405683&dnode=Clearinghouse
meta,3,2012,March,d03_text_meta_2012_03_13.txt,405685,0.1,/?download=405685&dnode=Clearinghouse
meta,3,2012,March,d03_text_meta_2012_03_31.txt,405687,0.1,/?download=405687&dnode=Clearinghouse
meta,3,2012,April,d03_text_meta_2012_04_12.txt,405689,0.1,/?download=405689&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_03.txt,405691,0.1,/?download=405691&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_09.txt,405693,0.1,/?download=405693&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_10.txt,405695,0.1,/?download=405695&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_11.txt,405697,0.1,/?download=405697&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_12.txt,405699,0.1,/?download=405699&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_24.txt,405701,0.1,/?download=405701&dnode=Clearinghouse
meta,3,2012,May,d03_text_meta_2012_05_26.txt,405703,0.1,/?download=405703&dnode=Clearinghouse
meta,3,2012,June,d03_text_meta_2012_06_16.txt,405705,0.1,/?download=405705&dnode=Clearinghouse
meta,3,2012,June,d03_text_meta_2012_06_23.txt,405707,0.1,/?download=405707&dnode=Clearinghouse
meta,3,2012,July,d03_text_meta_2012_07_13.txt,405709,0.1,/?download=405709&dnode=Clearinghouse
meta,3,2012,July,d03_text_meta_2012_07_21.txt,405711,0.1,/?download=405711&dnode=Clearinghouse
meta,3,2012,July,d03_text_meta_2012_07_28.txt,405713,0.1,/?download=405713&dnode=Clearinghouse
meta,3,2012,August,d03_text_meta_2012_08_03.txt,405715,0.1,/?download=405715&dnode=Clearinghouse
meta,3,2012,August,d03_text_meta_2012_08_10.txt,405717,0.1,/?download=405717&dnode=Clearinghouse
meta,3,2012,August,d03_text_meta_2012_08_22.txt,405719,0.1,/?download=405719&dnode=Clearinghouse
meta,3,2012,August,d03_text_meta_2012_08_24.txt,405721,0.1,/?download=405721&dnode=Clearinghouse
meta,3,2012,September,d03_text_meta_2012_09_08.txt,405723,0.1,/?download=405723&dnode=Clearinghouse
meta,3,2012,September,d03_text_meta_2012_09_11.txt,405725,0.1,/?download=405725&dnode=Clearinghouse
meta,3,2012,September,d03_text_meta_2012_09_12.txt,405727,0.1,/?download=405727&dnode=Clearinghouse
meta,3,2012,September,d03_text_meta_2012_09_22.txt,405729,0.1,/?download=405729&dnode=Clearinghouse
meta,3,2012,October,d03_text_meta_2012_10_04.txt,405731,0.1,/?download=405731&dnode=Clearinghouse
meta,3,2012,October,d03_text_meta_2012_10_18.txt,405733,0.1,/?download=405733&dnode=Clearinghouse
meta,3,2012,October,d03_text_meta_2012_10_19.txt,405735,0.1,/?download=405735&dnode=Clearinghouse
meta,3,2012,October,d03_text_meta_2012_10_25.txt,405737,0.1,/?download=405737&dnode=Clearinghouse
meta,3,2012,October,d03_text_meta_2012_10_26.txt,405739,0.1,/?download=405739&dnode=Clearinghouse
meta,3,2012,November,d03_text_meta_2012_11_14.txt,405741,0.1,/?download=405741&dnode=Clearinghouse
meta,3,2012,November,d03_text_meta_2012_11_22.txt,405743,0.1,/?download=405743&dnode=Clearinghouse
meta,3,2013,January,d03_text_meta_2013_01_31.txt,403460,0.1,/?download=403460&dnode=Clearinghouse
meta,3,2013,February,d03_text_meta_2013_02_01.txt,403462,0.1,/?download=403462&dnode=Clearinghouse
meta,3,2013,February,d03_text_meta_2013_02_02.txt,403464,0.1,/?download=403464&dnode=Clearinghouse
meta,3,2013,February,d03_text_meta_2013_02_07.txt,403466,0.1,/?download=403466&dnode=Clearinghouse
meta,3,2013,February,d03_text_meta_2013_02_08.txt,403468,0.1,/?download=403468&dnode=Clearinghouse
meta,3,2013,March,d03_text_meta_2013_03_21.txt,403470,0.1,/?download=403470&dnode=Clearinghouse
meta,3,2013,April,d03_text_meta_2013_04_27.txt,403472,0.1,/?download=403472&dnode=Clearinghouse
meta,3,2013,May,d03_text_meta_2013_05_04.txt,403474,0.1,/?download=403474&dnode=Clearinghouse
meta,3,2013,June,d03_text_meta_2013_06_11.txt,403476,0.1,/?download=403476&dnode=Clearinghouse
