Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
I405-N	12	Orange	Irvine	5.74	5.51	.33	1201283	CULVER 2	5	Mainline	loops	No	1342	
I405-N	12	Orange	Irvine	6.21	5.98	.555	1201304	HARVARD	1	HOV	loops	24H	2602	
I405-N	12	Orange	Irvine	6.21	5.98	.555	1201298	HARVARD	5	Mainline	loops	No	2602	
I405-N	12	Orange	Irvine	6.85	6.62		1201327	JAMBOREE1	2	Off Ramp	loops	No	1343	
I405-N	12	Orange	Irvine	6.85	6.62	.43	1201331	JAMBOREE1	1	HOV	loops	24H	1343	
I405-N	12	Orange	Irvine	6.85	6.62		1201322	JAMBOREE1	1	On Ramp	loops	No	1343	
I405-N	12	Orange	Irvine	6.85	6.62	.43	1201333	JAMBOREE1	5	Mainline	loops	No	1343	
I405-N	12	Orange	Irvine	7.07	6.84		1201357	JAMBOREE2	2	On Ramp	loops	No	1344	
I405-N	12	Orange	Irvine	7.07	6.84	.44	1201363	JAMBOREE 2	1	HOV	loops	24H	1344	
I405-N	12	Orange	Irvine	7.07	6.84	.44	1201365	JAMBOREE2	5	Mainline	loops	No	1344	
I405-N	12	Orange	Irvine	7.73	7.5		1201389	MACARTHUR 1	1	On Ramp	loops	No	1345	
I405-N	12	Orange	Irvine	7.73	7.5		1201394	MACARTHUR 1	1	Off Ramp	loops	No	1345	
I405-N	12	Orange	Irvine	7.73	7.5	.595	1201399	MACARTHUR 1	5	Mainline	loops	No	1345	
I405-N	12	Orange	Irvine	7.73	7.5	.64	1201397	MACARTHUR 1	1	HOV	loops	24H	1345	
I405-N	12	Orange		8.26	8.03	.335	1209204	AIRPORT	6	Mainline	loops	No	2433	
I405-N	12	Orange		8.26	8.03		1213641	HOV 405N to 55N	1	Fwy-Fwy	loops	No	2433	
I405-N	12	Orange		8.35	8.12	.485	1213655	HOV AT 55N FLYOVER**	1	HOV	loops	24H	2433	
I405-N	12	Orange		8.4	8.17	.22	1201430	RED HILL	4	Mainline	loops	No	2605	
I405-N	12	Orange		8.4	8.17		1201415	405NB TO 55NB	2	Fwy-Fwy	loops	No	2605	
I405-N	12	Orange		8.4	8.17		1217622	405 NB TO 55 SB	1	Fwy-Fwy		No	2605	
I405-N	12	Orange		8.4	8.17		1220181	RED HILL	1	On Ramp		No	2605	
I405-N	12	Orange		8.7	8.47		1214270	ANTON	1	Off Ramp	loops	No	5558	
I405-N	12	Orange		8.7	8.47		1214274	405NB TO 55SB HOV	1	Off Ramp	loops	No	5558	
I405-N	12	Orange		8.7	8.47		1214265	ANTON	1	On Ramp	loops	No	5558	
I405-N	12	Orange		8.7	8.47		1214273	55SB TO 405NB HOV	1	Fwy-Fwy	loops	No	5558	
I405-N	12	Orange		8.7	8.47		1214268	55SB TO 405NB	2	Fwy-Fwy	loops	No	5558	
I405-N	12	Orange		8.7	8.47	.425	1214260	ANTON	1	HOV	loops	24H	5558	
I405-N	12	Orange		8.7	8.47	.4	1214212	ANTON	4	Mainline	loops	No	5558	
I405-N	12	Orange		9.2	8.97	.38	1214238	AVE. OF ART	4	Mainline	loops	No	5028	
I405-N	12	Orange		9.2	8.97		1214239	AVE. OF ART	1	Off Ramp		No	5028	
I405-N	12	Orange		9.2	8.97		1214241	55SB TO 405NB	2	On Ramp	loops	No	5028	
I405-N	12	Orange		9.2	8.97	.38	1214243	AVE. OF ART	1	HOV	loops	24H	5028	
I405-N	12	Orange		9.2	8.97		1214282	AVE. OF ART	1	Off Ramp	loops	No	5028	
I405-N	12	Orange		9.46	9.23	.225	1201451	BRISTOL 1	1	HOV	loops	24H	1347	
I405-N	12	Orange		9.46	9.23		1201445	BRISTOL 1	1	On Ramp	loops	No	1347	
I405-N	12	Orange		9.46	9.23	.225	1201453	BRISTOL 1	4	Mainline	loops	No	1347	
I405-N	12	Orange		9.46	9.23		1213849	BRISTOL 1	1	Fwy-Fwy	loops	No	1347	
I405-N	12	Orange		9.46	9.23		1213852	55 SB TO 405 NB	2	Off Ramp	loops	No	1347	
I405-N	12	Orange		9.46	9.23		1201449	BRISTOL 1	3	Off Ramp	loops	No	1347	
I405-N	12	Orange		9.65	9.42		1201476	BRISTOL 2	1	On Ramp	loops	No	1348	
I405-N	12	Orange		9.65	9.42	.22	1201481	BRISTOL 2	5	Mainline	loops	No	1348	
I405-N	12	Orange		9.65	9.42	.22	1201487	BRISTOL 2	1	HOV	loops	24H	1348	
I405-N	12	Orange	Costa Mesa	9.9	9.67	.625	1214082	BEAR	1	HOV	loops	24H	5026	
I405-N	12	Orange	Costa Mesa	9.9	9.67	.25	1214080	BEAR	5	Mainline	loops	No	5026	
I405-N	12	Orange	Costa Mesa	10.15	9.92	.5	1222677	SCoast Off	6	Mainline		No	1	
I405-N	12	Orange	Costa Mesa	10.43	10.2		1223002	Fairview	3	Off Ramp		No	5557	
I405-N	12	Orange	Costa Mesa	10.43	10.2		1222992	Fairview	2	Coll/Dist		No	5557	
I405-N	12	Orange	Costa Mesa	10.43	10.2		1223006	Fairview	2	Off Ramp		No	5557	
I405-N	12	Orange	Costa Mesa	10.43	10.2		1222995	Fairview	3	Fwy-Fwy		No	5557	
I405-N	12	Orange	Costa Mesa	10.9	10.67	.15	1201510	FAIRVIEW	6	Mainline	loops	No	1350	
I405-N	12	Orange	Costa Mesa	10.9	10.67		1201503	2	1	On Ramp	loops	No	1350	
I405-N	12	Orange	Costa Mesa	10.9	10.67	.15	1201508	FAIRVIEW	2	HOV	loops	24H	1350	
I405-N	12	Orange	Costa Mesa	10.9	10.67	.5	1222155	FAIRVIEW	2	HOV		24H	1350	
I405-N	12	Orange	Costa Mesa	10.9	10.67	.375	1222152	FAIRVIEW	7	Mainline		No	1350	
I405-N	12	Orange	Costa Mesa	11.2	10.97	.25	1222207	HARBOR 1	2	HOV		24H	1399	
I405-N	12	Orange	Costa Mesa	11.2	10.97	.25	1222204	HARBOR 1	6	Mainline		No	1399	
I405-N	12	Orange	Costa Mesa	11.4	11.17	.2	1201541	HARBOR 1	6	Mainline	loops	No	1351	
I405-N	12	Orange	Costa Mesa	11.4	11.17		1222994	HARBOR 1	1	Coll/Dist		No	5557	
I405-N	12	Orange	Costa Mesa	11.4	11.17	.2	1201539	HARBOR 1	2	HOV	loops	24H	1351	
I405-N	12	Orange	Costa Mesa	11.4	11.17		1201532	HARBOR 1	1	On Ramp	loops	No	1351	
I405-N	12	Orange	Costa Mesa	11.4	11.17		1222217	2	2	Off Ramp		No	1351	
I405-N	12	Orange	Costa Mesa	11.6	11.37	.1	1213650	HYLAND	6	Mainline	loops	No	1352	
I405-N	12	Orange	Costa Mesa	11.6	11.37	.1	1222234	HYLAND	2	HOV		24H	1352	
I405-N	12	Orange	Costa Mesa	11.6	11.37	.28	1222231	HYLAND	6	Mainline		No	1352	
I405-N	12	Orange	Costa Mesa	11.6	11.37		1201565	HYLAND	1	On Ramp	loops	No	1352	
I405-N	12	Orange	Costa Mesa	11.6	11.37	.28	1213651	HYLAND	2	HOV	loops	24H	1352	
I405-N	12	Orange	Costa Mesa	12.16	11.93	.45	1209243	HAMPSHIRE	6	Mainline	loops	No	5012	
I405-N	12	Orange	Costa Mesa	12.16	11.93	.45	1209244	HAMPSHIRE	1	HOV	loops	24H	5012	
I405-N	12	Orange	Fountain Valley	12.5	12.27	.345	1222090	EUCLID	2	HOV		24H	1397	
I405-N	12	Orange	Fountain Valley	12.5	12.27	.345	1222078	EUCLID	6	Mainline		No	1397	
I405-N	12	Orange	Fountain Valley	12.85	12.62		1201596	EUCLID	1	On Ramp	loops	No	1353	
I405-N	12	Orange	Fountain Valley	12.85	12.62	.62	1201606	EUCLID	5	Mainline	loops	No	1353	
I405-N	12	Orange	Fountain Valley	12.85	12.62		1201602	EUCLID	2	Off Ramp	loops	No	1353	
I405-N	12	Orange	Fountain Valley	12.85	12.62	.328	1201604	EUCLID	1	HOV	loops	24H	1353	
I405-N	12	Orange	Fountain Valley	13.157	12.927	.444	1222615	WARD	2	HOV		24H	5013	
I405-N	12	Orange	Fountain Valley	13.74	13.51	.406	1201635	BROOKHUR 1	1	HOV	loops	24H	1354	
I405-N	12	Orange	Fountain Valley	13.74	13.51		1201631	BROOKHUR 1	1	Off Ramp	loops	No	1354	
I405-N	12	Orange	Fountain Valley	13.74	13.51		1201633	BROOKHUR 1	1	Coll/Dist	loops	No	1354	
I405-N	12	Orange	Fountain Valley	13.74	13.51		1201627	BROOKHUR1	1	On Ramp	loops	No	1354	
I405-N	12	Orange	Fountain Valley	13.74	13.51	.56	1201637	BROOKHUR1	4	Mainline	loops	No	1354	
I405-N	12	Orange	Fountain Valley	13.97	13.74		1201667	BROOKHUR2	1	Coll/Dist	loops	No	1355	
I405-N	12	Orange	Fountain Valley	13.97	13.74	.238	1201671	BROOKHUR2	4	Mainline	loops	No	1355	
I405-N	12	Orange	Fountain Valley	13.97	13.74		1201659	BROOKHUR2	1	On Ramp	loops	No	1355	
I405-N	12	Orange	Fountain Valley	13.97	13.74		1201665	BROOKHUR2	1	Off Ramp	loops	No	1355	
I405-N	12	Orange	Fountain Valley	13.97	13.74	.238	1201669	BROOKHUR2	1	HOV	loops	24H	1355	
I405-N	12	Orange	Fountain Valley	14.216	13.986	.273	1222701	Slater	2	HOV		24H	4	
I405-N	12	Orange	Fountain Valley	14.216	13.986	.273	1222695	Slater	5	Mainline		No	4	
I405-N	12	Orange	Fountain Valley	14.516	14.286	.252	1222716	Bushard	2	HOV		24H	5014	
I405-N	12	Orange	Fountain Valley	14.516	14.286	.252	1222717	Bushard	5	Mainline		No	5014	
I405-N	12	Orange	Fountain Valley	14.72	14.49	.152	1222260	WARNER	2	HOV		24H	1394	
I405-N	12	Orange	Fountain Valley	14.72	14.49	.152	1222259	WARNER	5	Mainline		No	1394	
I405-N	12	Orange	Fountain Valley	14.82	14.59	.225	1201705	WARNER	6	Mainline	loops	No	1356	
I405-N	12	Orange	Fountain Valley	14.82	14.59	.225	1201703	WARNER	2	HOV	loops	24H	1356	
I405-N	12	Orange	Fountain Valley	14.82	14.59		1201699	WARNER	1	Off Ramp	loops	No	1356	
I405-N	12	Orange	Fountain Valley	14.82	14.59		1201693	WARNER	1	On Ramp	loops	No	1356	
I405-N	12	Orange	Fountain Valley	15.17	14.94		1201731	MAGNOLIA 1	1	Coll/Dist	loops	No	1357	
I405-N	12	Orange	Fountain Valley	15.17	14.94		1201725	MAGNOLIA1	1	On Ramp	loops	No	1357	
I405-N	12	Orange	Fountain Valley	15.17	14.94	.285	1201735	MAGNOLIA1	4	Mainline	loops	No	1357	
I405-N	12	Orange	Fountain Valley	15.17	14.94	.285	1201733	MAGNOLIA 1	1	HOV	loops	24H	1357	
I405-N	12	Orange	Fountain Valley	15.17	14.94		1201729	MAGNOLIA 1	1	Off Ramp	loops	No	1357	
I405-N	12	Orange	Fountain Valley	15.39	15.16		1201747	MAGNOLIA 2	1	Coll/Dist	loops	No	1358	
I405-N	12	Orange	Fountain Valley	15.39	15.16	.224	1201749	MAGNOLIA 2	1	HOV	loops	24H	1358	
I405-N	12	Orange	Fountain Valley	15.39	15.16	.224	1201751	MAGNOLIA2	4	Mainline	loops	No	1358	
I405-N	12	Orange	Fountain Valley	15.39	15.16		1201741	MAGNOLIA2	1	On Ramp	loops	No	1358	
I405-N	12	Orange	Fountain Valley	15.619	15.389	.277	1222739	Heil	2	HOV		24H	5015	
I405-N	12	Orange	Fountain Valley	15.619	15.389	.277	1222740	Heil	6	Mainline		No	5015	
I405-N	12	Orange	Fountain Valley	15.945	15.715	.45	1222801	Newland OC	2	HOV		24H	2	
I405-N	12	Orange	Fountain Valley	15.945	15.715	.45	1222802	Newland OC	6	Mainline		No	2	
I405-N	12	Orange	Westminster	16.52	16.29		1201778	BEACH 1	2	Off Ramp	loops	No	1359	
I405-N	12	Orange	Westminster	16.52	16.29	.407	1201787	BEACH 1	5	Mainline	loops	No	1359	
I405-N	12	Orange	Westminster	16.52	16.29		1201773	BEACH 1	1	On Ramp	loops	No	1359	
I405-N	12	Orange	Westminster	16.52	16.29	.407	1201785	BEACH 1	2	HOV	loops	24H	1359	
I405-N	12	Orange	Westminster	16.76	16.53	.57	1201823	BEACH 2	5	Mainline	loops	No	1360	
I405-N	12	Orange	Westminster	16.76	16.53	.421	1201821	BEACH 2	2	HOV	loops	24H	1360	
I405-N	12	Orange	Westminster	16.76	16.53		1201811	BEACH 2	1	On Ramp	loops	No	1360	
I405-N	12	Orange	Westminster	17.362	17.132	.45	1222823	BOLSA	2	HOV		24H	5016	
I405-N	12	Orange	Westminster	17.66	17.43	.242	1222363	BOLSA	2	HOV		24H	1390	
I405-N	12	Orange	Westminster	17.66	17.43	.543	1222360	BOLSA	6	Mainline		No	1390	
I405-N	12	Orange	Westminster	17.847	17.617	.13	1222864	Westminster	5	Mainline		No	5017	
I405-N	12	Orange	Westminster	17.847	17.617	.13	1222863	Westminster	2	HOV		24H	5017	
I405-N	12	Orange	Westminster	17.92	17.69	.303	1201851	GOLDEN WEST	2	HOV	loops	24H	1361	
I405-N	12	Orange	Westminster	17.92	17.69		1222376	GOLDEN WEST	1	Off Ramp		No	1361	
I405-N	12	Orange	Westminster	17.92	17.69	.303	1201853	GOLDEN WEST	6	Mainline	loops	No	1361	
I405-N	12	Orange	Westminster	17.92	17.69		1201845	GOLDEN WEST	1	On Ramp	loops	No	1361	
I405-N	12	Orange	Westminster	18.454	18.224	.66	1222842	Edwards	2	HOV		24H	5	
I405-N	12	Orange	Westminster	18.454	18.224	.66	1222843	Edwards	5	Mainline		No	5	
I405-N	12	Orange	Westminster	19.24	19.01		1201889	WESTMINISTER	2	On Ramp	loops	No	1362	
I405-N	12	Orange	Westminster	19.24	19.01	.866	1201899	WESTMINISTER	5	Mainline	loops	No	1362	
I405-N	12	Orange	Westminster	19.24	19.01		1201895	WESTMINSTER	1	Off Ramp	loops	No	1362	
I405-N	12	Orange	Westminster	19.24	19.01	.531	1201897	WESTMINSTER	2	HOV	loops	24H	1362	
I405-N	12	Orange	Westminster	19.516	19.286	.474	1222930	Springdale	2	HOV		24H	5018	
I405-N	12	Orange	Westminster	20.187	19.957	.408	1222905	Springdale & GGrove	2	HOV		24H	3	
I405-N	12	Orange	Westminster	20.187	19.957	.546	1222906	Springdale & GGrove	5	Mainline		No	3	
I405-N	12	Orange	Westminster	20.334	20.104	.353	1222949	GGrove Off Ramp	5	Mainline		No	2240	
I405-N	12	Orange	Westminster	20.334	20.104	.353	1222948	GGrove Off Ramp	2	HOV		24H	2240	
I405-N	12	Orange	Westminster	20.69	20.46	.28	1222136	BOLSA CHICA	5	Mainline		No	1387	
I405-N	12	Orange	Westminster	20.894	20.664		1223062	Almond	2	Fwy-Fwy		No	2417	
I405-N	12	Orange	Westminster	20.894	20.664	.609	1223059	Almond	2	HOV		24H	2417	
I405-N	12	Orange	Westminster	20.894	20.664	.609	1223060	Almond	5	Mainline		No	2417	
I405-N	12	Orange	Westminster	20.894	20.664		1223066	Almond	1	Fwy-Fwy		No	2417	
I405-N	12	Orange	Seal Beach	21.552	21.322	.341	1221391	TMS 5020 NB	2	HOV		24H	13500	
I405-N	12	Orange	Seal Beach	21.552	21.322	.341	1221388	TMS 5020 NB	6	Mainline		No	13500	
I405-N	12	Orange	Seal Beach	21.575	21.345	.337	1222884	Dahlia	2	HOV		24H	5020	
I405-N	12	Orange	Seal Beach	21.575	21.345	.337	1222885	Dahlia	7	Mainline		No	5020	
I405-N	12	Orange	Seal Beach	22.227	21.997	.326	1222498	LAMPSON	2	HOV		24H	5021	
I405-N	12	Orange	Seal Beach	22.227	21.997	.162	1222499	LAMPSON	2	HOV		24H	5021	
I405-N	12	Orange	Seal Beach	22.227	21.997	.488	1222492	LAMPSON	7	Mainline		No	5021	
I405-N	12	Orange	Seal Beach	22.55	22.32		1201954	SEAL BEACH 1	1	Off Ramp		No	1364	
I405-N	12	Orange	Seal Beach	22.55	22.32		1201949	SEAL BEACH 1	1	On Ramp		No	1364	
I405-N	12	Orange	Seal Beach	22.55	22.32	.215	1201957	SEAL BEACH 1	2	HOV		24H	1364	
I405-N	12	Orange	Seal Beach	22.55	22.32	.215	1201959	SEAL BEACH 1	6	Mainline		No	1364	
I405-N	12	Orange	Seal Beach	22.659	22.429	.285	1222530	OLD RANCH PKWY	8	Mainline		No	268	
I405-N	12	Orange	Seal Beach	22.659	22.429	.285	1222529	OLD RANCH PKWY	2	HOV		24H	268	
I405-N	12	Orange	Seal Beach	23.12	22.89	.23	1222656	NB405-W22 Conn	6	Mainline		No	2241	
I405-N	12	Orange	Seal Beach	23.12	22.89	.25	1222646	NB405-W22 Conn	6	Mainline		No	2241	
I405-N	12	Orange	Seal Beach	23.12	22.89	.265	1222649	NB405-W22 Conn	2	HOV		24H	2241	
I405-N	12	Orange	Seal Beach	23.12	22.89		1222956	NB405-W22 Conn	1	On Ramp		No	2241	
I405-N	12	Orange	Seal Beach	23.12	22.89		1222955	NB405-W22 Conn	2	Fwy-Fwy		No	2241	
I405-N	12	Orange	Seal Beach	23.19	22.96	.29	1222981	S405 - E22 Connector	2	HOV		24H	5022	
I405-N	12	Orange	Seal Beach	23.62	23.39	.29	1223026	N405 - S605 Conn	6	Mainline		No	2218	
I405-N	12	Orange	Seal Beach	23.7	23.47	.785	1222783	SB405 - SB605	1	HOV		24H	2452	
I405-N	12	Orange	Seal Beach	23.7	23.47	.57	1222784	SB405 - SB605	4	Mainline		No	2452	
I405-N	12	Orange	Seal Beach	23.92	23.69		1223032	N405 - N605 Conn	2	Fwy-Fwy		No	2430	
I405-N	7	Los Angeles	Long Beach	.11	24.058	.303	771826	N. OF 605	4	Mainline	loops	No	2418	
I405-N	7	Los Angeles	Long Beach	.11	24.058	.303	771828	N. OF 605	1	HOV	loops	24H	2418	
I405-N	7	Los Angeles	Long Beach	.6	24.548		716617	STUDEBAKER	1	On Ramp	loops	No	3006	
I405-N	7	Los Angeles	Long Beach	.6	24.548	.495	762517	STUDEBAKER	1	HOV	loops	24H	3006	
I405-N	7	Los Angeles	Long Beach	.6	24.548	.495	717696	STUDEBAKER	4	Mainline	loops	No	3006	
I405-N	7	Los Angeles	Long Beach	1.1	25.048		716620	PALO VERDE	1	On Ramp	loops	No	3008	
I405-N	7	Los Angeles	Long Beach	1.1	25.048	.565	762520	PALO VERDE	1	HOV	loops	24H	3008	
I405-N	7	Los Angeles	Long Beach	1.1	25.048	.565	718219	PALO VERDE	4	Mainline	loops	No	3008	
I405-N	7	Los Angeles	Long Beach	1.1	25.048		718218	PALO VERDE	1	Off Ramp	loops	No	3008	
I405-N	7	Los Angeles	Long Beach	1.73	25.678	.675	762523	WOODRUFF	1	HOV	loops	24H	3010	
I405-N	7	Los Angeles	Long Beach	1.73	25.678		717700	WOODRUFF	1	Off Ramp	loops	No	3010	
I405-N	7	Los Angeles	Long Beach	1.73	25.678		716622	WOODRUFF	1	On Ramp	loops	No	3010	
I405-N	7	Los Angeles	Long Beach	1.73	25.678	.675	717701	WOODRUFF	4	Mainline	loops	No	3010	
I405-N	7	Los Angeles	Long Beach	2.16	26.108		717702	BELLFLOWER NB	2	Off Ramp	loops	No	3012	
I405-N	7	Los Angeles	Long Beach	2.16	26.108		718224	BELLFLOWER NB	1	On Ramp	loops	No	3012	
I405-N	7	Los Angeles	Long Beach	2.45	26.398		716624	BELLFLOWER SB	1	On Ramp	loops	No	3014	
I405-N	7	Los Angeles	Long Beach	2.45	26.398	.505	762526	BELLFLOWER 2	1	HOV	loops	24H	3014	
I405-N	7	Los Angeles	Long Beach	2.45	26.398	.505	717703	BELLFLOWER 2	4	Mainline	loops	No	3014	
I405-N	7	Los Angeles	Long Beach	2.74	26.688	.415	718227	CLARK	5	Mainline	loops	No	2049	
I405-N	7	Los Angeles	Long Beach	2.74	26.688	.415	764667	CLARK	1	HOV	loops	24H	2049	
I405-N	7	Los Angeles	Long Beach	3.28	27.228		717705	LAKEWOOD NB	1	Off Ramp	loops	No	3016	
I405-N	7	Los Angeles	Long Beach	3.28	27.228	.35	717706	LAKEWOOD 1	5	Mainline	loops	No	3016	
I405-N	7	Los Angeles	Long Beach	3.28	27.228	.35	717707	LAKEWOOD 1	1	HOV	loops	24H	3016	
I405-N	7	Los Angeles	Long Beach	3.28	27.228		716629	LAKEWOOD NB	1	On Ramp	loops	No	3016	
I405-N	7	Los Angeles	Long Beach	3.44	27.388		716630	LAKEWOOD SB	1	On Ramp	loops	No	3018	
I405-N	7	Los Angeles	Long Beach	3.44	27.388	.27	717709	LAKEWOOD 2	5	Mainline	loops	No	3018	
I405-N	7	Los Angeles	Long Beach	3.44	27.388	.27	718233	LAKEWOOD 2	1	HOV	loops	24H	3018	
I405-N	7	Los Angeles	Long Beach	3.44	27.388		717708	LAKEWOOD SB	2	Off Ramp	loops	No	3018	
I405-N	7	Los Angeles	Long Beach	3.82	27.768	.385	764661	REDONDO	1	HOV	loops	24H	2048	
I405-N	7	Los Angeles	Long Beach	3.82	27.768	.385	716632	REDONDO	5	Mainline	loops	No	2048	
I405-N	7	Los Angeles	Long Beach	4.21	28.158	.375	771847	TEMPLE	1	HOV	loops	24H	2123	
I405-N	7	Los Angeles	Long Beach	4.21	28.158	.375	771845	TEMPLE	5	Mainline	loops	No	2123	
I405-N	7	Los Angeles	Long Beach	4.57	28.518	.3	718442	SPRING	1	HOV	loops	24H	3020	
I405-N	7	Los Angeles	Long Beach	4.57	28.518	.3	717711	SPRING	4	Mainline	loops	No	3020	
I405-N	7	Los Angeles	Long Beach	4.57	28.518		716635	SPRING	1	On Ramp	loops	No	3020	
I405-N	7	Los Angeles	Long Beach	4.81	28.758	.175	762528	CHERRY 1	1	HOV	loops	24H	3021	
I405-N	7	Los Angeles	Long Beach	4.81	28.758	.175	717713	CHERRY 1	4	Mainline	loops	No	3021	
I405-N	7	Los Angeles	Long Beach	4.81	28.758		716636	CHERRY NB	1	On Ramp	loops	No	3021	
I405-N	7	Los Angeles	Long Beach	4.81	28.758		717712	CHERRY NB	1	Off Ramp	loops	No	3021	
I405-N	7	Los Angeles	Long Beach	4.92	28.868	.325	717715	CHERRY 2	4	Mainline	loops	No	3023	
I405-N	7	Los Angeles	Long Beach	4.92	28.868		716638	CHERRY SB	1	On Ramp	loops	No	3023	
I405-N	7	Los Angeles	Long Beach	4.92	28.868	.325	762531	CHERRY 2	1	HOV	loops	24H	3023	
I405-N	7	Los Angeles	Signal Hill	5.46	29.408		717716	ORANGE	1	Off Ramp	loops	No	3025	
I405-N	7	Los Angeles	Signal Hill	5.46	29.408	.447	762533	ORANGE	1	HOV	loops	24H	3025	
I405-N	7	Los Angeles	Signal Hill	5.46	29.408	.447	717717	ORANGE	5	Mainline	loops	No	3025	
I405-N	7	Los Angeles	Signal Hill	5.46	29.408		716640	ORANGE	1	On Ramp	loops	No	3025	
I405-N	7	Los Angeles	Signal Hill	5.99	29.762		716641	ATLANTIC NB	1	On Ramp	loops	No	3027	
I405-N	7	Los Angeles	Signal Hill	5.99	29.762		717718	ATLANTIC NB	1	Off Ramp	loops	No	3027	
I405-N	7	Los Angeles	Signal Hill	5.99	29.762	.317	762535	ATLANTIC 1	1	HOV	loops	24H	3027	
I405-N	7	Los Angeles	Signal Hill	5.99	29.762	.317	717719	ATLANTIC 1	5	Mainline	loops	No	3027	
I405-N	7	Los Angeles	Signal Hill	6.27	30.042	.285	764676	LONG BEACH	1	HOV	loops	24H	2535	
I405-N	7	Los Angeles	Signal Hill	6.27	30.042	.285	717720	LONG BEACH	4	Mainline	loops	No	2535	
I405-N	7	Los Angeles	Signal Hill	6.27	30.042		716644	LONG BEACH	1	Off Ramp	loops	No	2535	
I405-N	7	Los Angeles	Long Beach	6.56	30.332		716646	WARDLOW	1	On Ramp	loops	No	3030	
I405-N	7	Los Angeles	Long Beach	6.56	30.332	.255	717721	WARDLOW	5	Mainline	loops	No	3030	
I405-N	7	Los Angeles	Long Beach	6.56	30.332	.255	717722	WARDLOW	1	HOV	loops	24H	3030	
I405-N	7	Los Angeles	Long Beach	6.78	30.552	.33	771865	PACIFIC 1	1	HOV	loops	24H	2476	
I405-N	7	Los Angeles	Long Beach	6.78	30.552	.33	771863	PACIFIC 1	6	Mainline	loops	No	2476	
I405-N	7	Los Angeles	Long Beach	7.22	30.992	.425	717725	PACIFIC	1	HOV	loops	24H	3031	
I405-N	7	Los Angeles	Long Beach	7.22	30.992	.425	717723	PACIFIC	4	Mainline	loops	No	3031	
I405-N	7	Los Angeles	Long Beach	7.22	30.992		716647	PACIFIC	1	On Ramp	loops	No	3031	
I405-N	7	Los Angeles	Long Beach	7.63	31.402	.4	771876	SO. OF 710	1	HOV	loops	24H	2429	
I405-N	7	Los Angeles	Long Beach	7.63	31.402		771882	N/B 405 - S/B 710	1	Fwy-Fwy	loops	No	2429	
I405-N	7	Los Angeles	Long Beach	7.63	31.402	.4	771877	SO. OF 710	4	Mainline	loops	No	2429	
I405-N	7	Los Angeles	Long Beach	8.02	31.792		716649	SANTA FE	1	On Ramp	loops	No	3079	
I405-N	7	Los Angeles	Long Beach	8.02	31.792		717726	SANTA FE	1	Off Ramp	loops	No	3079	
I405-N	7	Los Angeles	Long Beach	8.02	31.792	.41	717727	SANTA FE	4	Mainline	loops	No	3079	
I405-N	7	Los Angeles	Long Beach	8.02	31.792	.41	762538	SANTA FE	1	HOV	loops	24H	3079	
I405-N	7	Los Angeles	Long Beach	8.45	32.222	.335	771900	RIVER AVE	1	HOV	loops	24H	2124	
I405-N	7	Los Angeles	Long Beach	8.45	32.222	.335	771898	RIVER AVE	5	Mainline	loops	No	2124	
I405-N	7	Los Angeles	Long Beach	8.69	32.462		717728	ALAMEDA	1	Off Ramp	loops	No	3080	
I405-N	7	Los Angeles	Long Beach	8.69	32.462	.32	717729	ALAMEDA	5	Mainline	loops	No	3080	
I405-N	7	Los Angeles	Long Beach	8.69	32.462		716652	ALAMEDA	1	On Ramp	loops	No	3080	
I405-N	7	Los Angeles	Long Beach	8.69	32.462	.32	762541	ALAMEDA	1	HOV	loops	24H	3080	
I405-N	7	Los Angeles	Carson	9.09	32.862	.39	771917	WESTWARD	1	HOV	loops	24H	2047	
I405-N	7	Los Angeles	Carson	9.09	32.862	.39	771915	WESTWARD	5	Mainline	loops	No	2047	
I405-N	7	Los Angeles	Carson	9.47	33.242	.205	718251	WILMINGTON	4	Mainline	loops	No	3081	
I405-N	7	Los Angeles	Carson	9.47	33.242	.205	762543	WILMINGTON	1	HOV	loops	24H	3081	
I405-N	7	Los Angeles	Carson	9.47	33.242		716653	WILMINGTON	1	On Ramp	loops	No	3081	
I405-N	7	Los Angeles	Carson	9.47	33.242		718250	WILMINGTON	2	Off Ramp	loops	No	3081	
I405-N	7	Los Angeles	Carson	9.5	33.272	.28	776741	WILMINGTON AVE	1	HOV		24H	3001	
I405-N	7	Los Angeles	Carson	9.5	33.272	.28	776739	WILMINGTON AVE	4	Mainline		No	3001	
I405-N	7	Los Angeles	Carson	9.5	33.272		776740	WILMINGTON AVE	1	On Ramp		No	3001	
I405-N	7	Los Angeles	Carson	10.03	33.802	.58	775937	LUCERNE ST	1	HOV		24H	2125	
I405-N	7	Los Angeles	Carson	10.03	33.802	.58	775936	LUCERNE ST	4	Mainline		No	2125	
I405-N	7	Los Angeles	Carson	10.66	34.432	.435	717733	CARSON	4	Mainline	loops	No	3082	
I405-N	7	Los Angeles	Carson	10.66	34.432	.435	762545	CARSON	1	HOV	loops	24H	3082	
I405-N	7	Los Angeles	Carson	10.66	34.432		717732	CARSON	1	Off Ramp	loops	No	3082	
I405-N	7	Los Angeles	Carson	10.66	34.432		716656	CARSON	1	On Ramp	loops	No	3082	
