Fwy	District	County	City	CA PM	Abs PM	Length	ID	Name	Lanes	Type	Sensor Type	HOV	MS ID	IRM
US50-W	3	Sacramento		21.383	27.053	.359	314241	50WB at E Bidwell	3	Mainline	loops	No	1	
US50-W	3	Sacramento		21.53	27.2	.139	3055072	50WB HOV at Bidwell CCTV	1	HOV		24H	1	
US50-W	3	Sacramento		21.549	27.219	.088	3055071	50WB at Bidwell CCTV	2	Mainline		No	1	
US50-W	3	Sacramento		21.55	27.22		3055075	Bidwell to 50WB Loop	1	On Ramp		No	1	
US50-W	3	Sacramento		21.558	27.228	1.676	314230	NB East Bidwell	2	Mainline	loops	No	1	
US50-W	3	Sacramento		21.562	27.232		314231	NB East Bidwell	2	On Ramp	others	No	1	
US50-W	3	Sacramento		21.571	27.241	1.679	315907	50WB HOV at Bidwell	1	HOV	loops	24H	1	
US50-W	3	Sacramento		21.62	27.29		3039031	50WB to East Bidwell Off Ramp	2	Off Ramp		No	1	
US50-W	3	El Dorado		0.481	29.287	.528	316653	W of Latrobe Rd	3	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		0.481	29.287	.545	316812	W of Latrobe Rd	1	HOV	magnetometers	24H	1	
US50-W	3	El Dorado		0.752	29.558		319458	SB Latrobe Rd to 50WB Slip	3	On Ramp		No	1	
US50-W	3	El Dorado		0.764	29.57	.152	319457	50WB at Latrobe Rd	2	Mainline		No	1	
US50-W	3	El Dorado		0.787	29.593	.355	3056031	50WB at El Dorado Hills	2	Mainline		No	1	
US50-W	3	El Dorado		0.797	29.603	.339	319470	50WB HOV at Latrobe Rd	1	HOV		24H	1	
US50-W	3	El Dorado		0.797	29.603	.158	3056032	50WB HOV at El Dorado Hills	1	HOV		24H	1	
US50-W	3	El Dorado		0.844	29.65		3067032	50WB to Latrobe Rd	2	Off Ramp		No	1	
US50-W	3	El Dorado		1.475	30.281	.419	318728	E. of Latrobe Rd	1	HOV	magnetometers	24H	1	
US50-W	3	El Dorado		1.475	30.281	.452	316661	E. of Latrobe Rd	3	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		1.635	30.441	.367	3073031	50WB HOV at Silva Valley	1	HOV		24H	1	
US50-W	3	El Dorado		1.686L	30.492		320003	Silva Valley 50WB Slip	2	On Ramp		No	1	
US50-W	3	El Dorado		1.691L	30.497	.367	320002	50WB at Silva Valley	2	Mainline		No	1	
US50-W	3	El Dorado		1.872L	30.678		3073035	50WB to Silva Valley	3	Off Ramp		No	1	
US50-W	3	El Dorado		2.21L	31.016	.751	318732	W. of Bass Lake Rd	1	HOV		24H	1	
US50-W	3	El Dorado		2.21L	31.016	.705	316670	W. of Bass Lake Rd	3	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		3.1L	31.906		3088015	Bass Lake to 50WB Slip	1	On Ramp		No	1	
US50-W	3	El Dorado		3.103L	31.909	.888	3088011	50WB at Bass Lake	2	Mainline		No	1	
US50-W	3	El Dorado		3.137L	31.943	.582	3088012	50WB HOV at Bass Lake	1	HOV		24H	1	
US50-W	3	El Dorado		3.374	32.18	.424	3088042	Bass Lake 50 EB Slip -OS	1	HOV		24H	1	
US50-W	3	El Dorado		3.422	32.228		3088033	50WB to Bass Lake Rd Off Ramp	1	Off Ramp		No	1	
US50-W	3	El Dorado		3.987	32.793	2.806	319167	E. of Bass Lake Rd	1	HOV		24H	1	
US50-W	3	El Dorado		3.987	32.793	1.434	316678	E. of Bass Lake Rd	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		5.976	34.778	1.286	316686	W. of Cameron Park	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		6.557	35.359		3090015	Cameron to 50WB Slip MVDS	1	On Ramp		No	1	
US50-W	3	El Dorado		6.563	35.365	.418	3089011	NB Cameron to 50WB Loop	2	Mainline		No	1	
US50-W	3	El Dorado		6.563	35.365		3089014	NB Cameron to 50WB Loop	2	Off Ramp		No	1	
US50-W	3	El Dorado		6.563	35.365		3089012	NB Cameron to 50WB Loop	1	On Ramp		No	1	
US50-W	3	El Dorado		6.563	35.365		3089013	NB Cameron to 50WB Loop	1	On Ramp		No	1	
US50-W	3	El Dorado		6.813	35.615	.247	316894	E. of Cameron Park	3	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		7.057	35.859	.685	316694	Palmer Dr	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		8.442	36.985	.583	316704	50WB at JWO Ponderosa	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		8.452	36.995		3088052	SB Ponderosa 50WB Slip	1	On Ramp		No	1	
US50-W	3	El Dorado		8.467	37.01		3078025	Ponderosa to 50WB Slip	1	On Ramp		No	1	
US50-W	3	El Dorado		8.482	37.025	.045	3088051	50WB at Ponderosa	2	Mainline		No	1	
US50-W	3	El Dorado		8.533	37.076	.057	3088101	50WB at Ponderosa	3	Mainline		No	1	
US50-W	3	El Dorado		8.597	37.14	.542	3088071	50WB at Ponderosa	2	Mainline		No	1	
US50-W	3	El Dorado		8.635	37.178		3088072	50WB to Ponderosa	1	Off Ramp		No	1	
US50-W	3	El Dorado		8.635	37.178		3088073	NB Ponderosa 50WB Loop	1	On Ramp		No	1	
US50-W	3	El Dorado		9.616	38.159	1.289	316712	Shingle Springs Dr	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		11.176	39.719		318460	Red Hawk	1	On Ramp	others	No	1	
US50-W	3	El Dorado		11.176	39.719	1.383	318458	Red Hawk	2	Mainline	loops	No	1	
US50-W	3	El Dorado		11.176	39.719		318459	Red Hawk	1	Off Ramp	loops	No	1	
US50-W	3	El Dorado		12.381	40.924	.881	3086022	50WB at Greenstone CCTV	2	Mainline		No	1	
US50-W	3	El Dorado		12.381	40.924		3086023	50WB to Greenstone	1	Off Ramp		No	1	
US50-W	3	El Dorado		12.94	41.483	1.232	316720	E of Greenstone Rd	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		14.847	43.39	1.422	316902	Missouri Flat Rd	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		15.127	43.67		3009052	50WB to Missouri Flat	4	Off Ramp		No	1	
US50-W	3	El Dorado		15.785	44.328	.619	3086041	50WB at Forni Rd CCTV	2	Mainline		No	1	
US50-W	3	El Dorado	Placerville	16.086	44.629	.343	316728	W of Placerville Dr	3	Mainline	magnetometers	No	1	
US50-W	3	El Dorado	Placerville	16.471	45.014	.485	3076081	50WB at Ray Lawyer	2	Mainline		No	1	
US50-W	3	El Dorado	Placerville	17.057	45.6	.012	3086051	50WB at Placerville WB	2	Mainline		No	1	
US50-W	3	El Dorado	Placerville	17.057	45.6	.293	3086052	50WB at Placerville EB	2	Mainline		No	1	
US50-W	3	El Dorado	Placerville	17.081	45.624	2.512	3009022	50WB at Placerville Dr	2	Mainline		No	1	
US50-W	3	El Dorado		25.226	53.765	5	3084072	50WB at Snow Rd UC CCTV	2	Mainline		No	1	
US50-W	3	El Dorado		31.627	60.166	5	308512	Sly Park Rd	2	Mainline		No	1	
US50-W	3	El Dorado		34.77	63.157	5	319163	W. of Cameron Park	1	HOV		24H	1	
US50-W	3	El Dorado		38.175	66.562	3.193	3086082	50WB at Riverton Barn CCTV	2	Mainline		No	1	
US50-W	3	El Dorado		39.56	67.947	.817	316910	W. of Greenstone Rd	2	Mainline	magnetometers	No	1	
US50-W	3	El Dorado		39.809	68.196	2.624	320290	50WB At Ice House	1	Mainline		No	1	
US50-W	3	El Dorado		53.187	81.456	2.993	320282	Wrights Lake Rd	1	Mainline		No	1	
US50-W	3	El Dorado		54.173	82.442	2.993	3064082	50WB at Wrights Lake CCTV	2	Mainline		No	1	
US50-W	3	El Dorado		63.78	91.945	3.96	319295	50WB at Sierra Tahoe Rd	1	Mainline		No	1	
US50-W	3	El Dorado		66.7	94.865	3.401	317704	Echo Summit	1	Mainline	radars	No	1	
US50-W	3	El Dorado		70.583	98.748	1.944	3054055	50WB bypass Luther 50/89 Roundab	1	Mainline		No	1	
US50-W	3	El Dorado		70.589	98.754	.033	3054054	Luther 50/89 Roundabout to 50WB	1	Mainline		No	1	
US50-W	3	El Dorado		70.649	98.814	.405	3054053	50WB to Luther 50/89 Roundabout	1	Mainline		No	1	
US50-W	3	El Dorado		71.4	99.565	.466	3087032	50WB at Pioneer Trail CCTV	1	Mainline		No	1	
US50-W	3	El Dorado		71.582	99.747	1.7	3410064	50WB JEO Pioneer Trl	1	Mainline		No	1	
US50-W	3	El Dorado	South Lake Tahoe	74.8	102.965	2.349	317716	F St	1	Mainline	radars	No	1	
US50-W	3	El Dorado	South Lake Tahoe	76.28	104.445	1.405	317723	50WB at JEO Truckee Dr	2	Mainline	radars	No	1	
US50-W	3	El Dorado	South Lake Tahoe	77.61	105.775	1.76	317742	Bigler Ave	2	Mainline	radars	No	1	
US50-W	3	El Dorado	South Lake Tahoe	79.801	107.966	1.734	317735	Midway Rd	2	Mainline	radars	No	1	
SR51-N	3	Sacramento	Sacramento	0.066	.066		3007011	50WB to 99SB	1	Off Ramp		No	1	
SR51-N	3	Sacramento	Sacramento	0.081	.081		314194	99NB to 50WB	2	Fwy-Fwy	loops	No	1	
SR51-N	3	Sacramento	Sacramento	0.105	.105		314195	51NB to T St	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	0.111	.111	.38	313956	51NB at T St	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	0.193	.193	2.693	315879	51NB HOV at T St	1	HOV	loops	24H	1	
SR51-N	3	Sacramento	Sacramento	0.649	.649	.561	312689	P St	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	0.649	.649		312692	P St	2	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	1.147	1.147		312709	51NB to J ST	2	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	1.199	1.199		312706	J ST to 51NB Slip	2	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	1.233	1.233	.426	312694	51NB at J ST	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	1.5	1.5	.427	312745	30 & E St	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	1.5	1.5		312746	30 & E St	2	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	2.089	2.089	.514	3413084	51NB Elvas Underpass	3	Mainline		No	1	
SR51-N	3	Sacramento	Sacramento	2.529	2.529	.665	314121	51NB at Elvas Underpass	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	3.411	3.411		314145	51NB to Exposition	2	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	3.418	3.418	.614	314147	51NB at Exposition Blvd	2	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	3.654	3.654		3026121	51NB to Arden Way	1	Off Ramp		No	1	
SR51-N	3	Sacramento	Sacramento	3.758	3.758	.224	312858	160NB at 51 and 160 IC	2	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	3.758	3.758		3073062	160NB at 51 and 160 NB OFF Ramp	1	Off Ramp		No	1	
SR51-N	3	Sacramento	Sacramento	3.758	3.758	.17	318521	160NB at 51 and 160 IC	2	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	3.758	3.758		3073061	160NB at 51 and 160 IC	1	Off Ramp		No	1	
SR51-N	3	Sacramento	Sacramento	4.139R	4.139		314650	51NB to WB Arden Way	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	4.206R	4.206	.427	312782	51NB at Arden Way	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	4.224R	4.224		314646	Arden Way to 51NB Slip	2	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	4.612	4.612		312805	EB El Camimo	1	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	4.612	4.612	.352	312804	EB El Camimo	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	4.612	4.612		312806	EB El Camimo	2	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	4.909	4.909	.417	312807	51NB at El Camino	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	4.936	4.936		312808	WB El Camino 51NB Slip	1	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	5.43	5.43		316124	51NB to Marconi Ave	3	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	5.447	5.447	.5	312895	Glenrose Ave	4	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	5.91	5.91	.373	312896	51NB at Howe Ave	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	5.921	5.921		312897	51NB to Howe Ave	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	6.189	6.189		312899	51NB to Bell St	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	6.194	6.194	.479	312898	51NB at Bell St	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	6.743	6.743		316107	Fulton Off	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	6.869	6.869		312941	NB Fulton Ave	3	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	6.869	6.869	.686	312940	NB Fulton Ave	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	7.568	7.568	.496	316118	51NB at Auburn Blvd	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	7.569	7.569		319028	51NB to Auburn Blvd	2	Off Ramp		No	1	
SR51-N	3	Sacramento	Sacramento	7.863	7.863	.198	312944	SB Watt Ave	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	7.863	7.863		312945	SB Watt Ave	1	On Ramp	others	No	1	
SR51-N	3	Sacramento	Sacramento	7.863	7.863		316110	SB Watt Ave	1	Off Ramp	loops	No	1	
SR51-N	3	Sacramento	Sacramento	7.965	7.965	.124	316114	SB Watt Ave	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	8.112	8.112	.139	313184	51NB at Watt Ave	3	Mainline	loops	No	1	
SR51-N	3	Sacramento	Sacramento	8.114	8.114		316104	NB Watt Ave to 51NB Slip	1	On Ramp	others	No	1	
SR51-N	3	Sacramento		8.243	8.243		318587	EB RTE 244	1	Fwy-Fwy	loops	No	1	
SR51-N	3	Sacramento		8.243	8.243	.622	318586	N of Watt Ave	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	0.18	.18	.445	3070033	T Street-SB51	3	Mainline		No	1	
SR51-S	3	Sacramento	Sacramento	0.18	.18		3070031	T Street-SB51	2	On Ramp		No	1	
SR51-S	3	Sacramento	Sacramento	0.18	.18	.445	3070032	T Street-SB51	1	HOV		24H	1	
SR51-S	3	Sacramento	Sacramento	0.711	.711		3070011	N Street-SB 51	2	On Ramp		No	1	
SR51-S	3	Sacramento	Sacramento	0.711	.711	.458	3070013	N Street-SB 51	3	Mainline		No	1	
SR51-S	3	Sacramento	Sacramento	0.711	.711		3070014	N Street-SB 51	2	Off Ramp		No	1	
SR51-S	3	Sacramento	Sacramento	0.711	.711	.458	3070012	N Street-SB 51	1	HOV		24H	1	
SR51-S	3	Sacramento	Sacramento	1.097	1.097		314618	H Street	2	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	1.097	1.097		312855	H and 29th St 51SB Slip	2	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	1.097	1.097	.691	312854	H Street	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	1.097	1.097	2.693	315860	H Street	1	HOV	loops	24H	1	
SR51-S	3	Sacramento	Sacramento	2.092	2.092	.716	3413081	51SB Elvas Underpass	3	Mainline		No	1	
SR51-S	3	Sacramento	Sacramento	2.53	2.53	.617	312857	51SB at Elvas Underpass	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	3.326	3.326	.441	312757	EB Exposition Bl	5	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	3.326	3.326		312758	EB Exposition Bl	1	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	3.411	3.411		312773	51SB to Exposition	1	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	3.411	3.411	.218	312771	51SB at Exposition	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	3.411	3.411		312772	Exposition to 51SB Loop	2	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	3.763	3.763	.383	314157	51/160 IC	4	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	4.162R	4.162		314647	Arden Way to 51SB Slip	1	On Ramp		No	1	
SR51-S	3	Sacramento	Sacramento	4.177L	4.177	.416	318540	51SB at Arden Way	4	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	4.189L	4.189		314649	51SB to Arden Way	2	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	4.612	4.594		314138	EB El Camino	1	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	4.612	4.594	.297	313197	EB El Camino	4	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	4.769	4.751		314129	WB El Camino to 51SB Loop	2	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	4.79	4.772	.649	313204	51SB at El Camino	4	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	4.866	4.848		314131	51SB to El Camino	1	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	5.387	5.369		316125	Marconi Ave to 51SB Slip	1	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	5.747	5.729		314599	51SB to Howe Ave	2	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	5.91	5.892	.701	314598	51SB at Howe Ave	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	6.192	6.174	.417	316129	51SB at Bell St	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	6.743	6.725	.338	312900	SB Fulton Ave	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	6.869	6.851		313965	Fulton Off	1	Off Ramp	loops	No	1	
SR51-S	3	Sacramento	Sacramento	6.869	6.851	.42	319268	51SB at Fulton Ave	3	Mainline		No	1	
SR51-S	3	Sacramento	Sacramento	7.564	7.546		312943	Auburn Blvd to 51SB Slip	1	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	7.583	7.565	.548	312942	51SB at Auburn Blvd	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	7.965	7.947	.326	312946	SB Watt Ave / SB	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	7.965	7.947		312947	SB Watt Ave / SB	1	On Ramp	others	No	1	
SR51-S	3	Sacramento	Sacramento	8.235	8.217	.778	318593	N of Watt Ave	3	Mainline	loops	No	1	
SR51-S	3	Sacramento	Sacramento	8.243	8.225		318588	EB RTE 244	1	Fwy-Fwy		No	1	
SR52-E	11	San Diego	San Diego	1.309	1.309	1.764	1118557	52 EB @ Regents Rd	2	Mainline	radars	No	1	
SR52-E	11	San Diego	San Diego	2.218	2.218	.92	1118567	52 EB W/O Genessee Ave	2	Mainline	radars	No	1	
SR52-E	11	San Diego	San Diego	3.15	3.15	1.319	1114141	52 EB .53 mi W/O 805	3	Mainline	others	No	1	
SR52-E	11	San Diego	San Diego	4.856	4.856	2.047	1118575	52 EB E/O Rte 805	4	Mainline	radars	No	1	
SR52-E	11	San Diego	San Diego	7.245	7.245	1.492	1118636	52 EB W/O 15	3	Mainline	radars	No	1	
SR52-E	11	San Diego	San Diego	7.84	7.84	1.527	1121774	52 EB 0.5 Mi E/O I-15	3	Mainline		No	1	
SR52-E	11	San Diego	San Diego	10.3	10.3	1.781	1121794	52 EB 1.5 Mi E/O Santo Rd	3	Mainline	others	No	1	
SR52-E	11	San Diego	San Diego	11.401	11.401	.55	1114520	52 EB 2 mi W/O Mast Blvd	3	Mainline	others	No	1	
SR52-E	11	San Diego	San Diego	11.401	11.401	.125	1126575	52 EB 2 mi W/O Mast Blvd	3	Mainline		No	1	
SR52-E	11	San Diego	San Diego	11.65	11.65	.124	1126770	52 EB 1.5 Mi W/O Mast Blvd	3	Mainline		No	1	
SR52-E	11	San Diego	San Diego	11.65	11.65	.376	1121806	52 EB 1.5 Mi W/O Mast Blvd	3	Mainline	others	No	1	
SR52-E	11	San Diego	San Diego	12.401	12.401	1.3	1114529	52 EB 1 mi W/O Mast Blvd	3	Mainline	others	No	1	
SR52-E	11	San Diego	Santee	14.251	14.251	1.15	1114511	52 EB E/O Mast Blvd	2	Mainline	others	No	1	
SR52-E	11	San Diego	Santee	14.7	14.7	.297	1125380	52 EB W/O 125	3	Mainline		No	1	
SR52-E	11	San Diego	Santee	14.7	14.7		1126142	52 EB W/O 125	2	Off Ramp		No	1	
SR52-E	11	San Diego	Santee	14.7	14.7		1125383	52 EB W/O 125	2	Fwy-Fwy		No	1	
SR52-W	11	San Diego	San Diego	0.3	.3	.504	1114162	52 WB .3 Mi E/O 5	3	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	0.3	.3	.3	1126257	52 WB .3 Mi E/O 5	3	Mainline		No	1	
SR52-W	11	San Diego	San Diego	1.309	1.309	.959	1118552	52 WB @ Regents Rd	2	Mainline	radars	No	1	
SR52-W	11	San Diego	San Diego	2.219	2.219	.92	1118562	52 WB W/O Genessee Ave	2	Mainline	radars	No	1	
SR52-W	11	San Diego	San Diego	3.15	3.15	.875	1114166	52 WB W/O 805	2	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	3.97	3.97	.853	1121771	52 WB @ 805	2	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	4.856	4.856	1.31	1118591	52 WB E/O Rte 805	4	Mainline	radars	No	1	
SR52-W	11	San Diego	San Diego	5.471	5.471		1127191	52 WB @ Convoy St	1	Off Ramp		No	1	
SR52-W	11	San Diego	San Diego	6.59	6.59	1.195	1114177	52 WB .37 mi W/O 163	4	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	7.245	7.245	1.34	1118630	52 WB W/O 15	4	Mainline	radars	No	1	
SR52-W	11	San Diego	San Diego	9.27	9.27	1.012	1121783	52 WB E/O Santo Rd	3	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	9.27	9.27	.416	1126253	52 WB E/O Santo Rd	3	Mainline		No	1	
SR52-W	11	San Diego	San Diego	10.101	10.101	.515	1126587	52 WB 3.25 Mi W/O Mast Blvd	3	Mainline		No	1	
SR52-W	11	San Diego	San Diego	10.3	10.3	.289	1126778	52 WB 1.5 Mi E/O Santo Rd	3	Mainline		No	1	
SR52-W	11	San Diego	San Diego	10.68	10.68	1.31	1121803	52 WB 2.0 Mi E/O Santo Rd	3	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	12.92	12.92	1.12	1121815	52 WB W/O Mast Blvd	3	Mainline	others	No	1	
SR52-W	11	San Diego	San Diego	12.92	12.92	.24	1126583	52 WB W/O Mast Blvd	3	Mainline		No	1	
SR52-W	11	San Diego	San Diego	13.4	13.4	.425	1111526	52 WB @ Mast Blvd	2	Mainline	loops	No	1	
SR52-W	11	San Diego	San Diego	13.4	13.4		1126738	52 WB @ Mast Blvd	1	On Ramp		No	1	
SR52-W	11	San Diego	San Diego	13.4	13.4		1113871	52 WB @ Mast Blvd	2	On Ramp	loops	No	1	
SR52-W	11	San Diego	San Diego	13.4	13.4	.24	1111527	52 WB @ Mast Blvd	2	Mainline	loops	No	1	
SR52-W	11	San Diego	San Diego	13.4	13.4		1113874	52 WB @ Mast Blvd	2	Off Ramp	loops	No	1	
SR52-W	11	San Diego	Santee	14.25	14.25	.948	1114515	52 WB E/O Mast Blvd	2	Mainline	others	No	1	
SR54-E	11	San Diego	National City	0	0	1.452	1119242	54 EB W/O Rte 125	3	Mainline		No	1	
SR54-E	11	San Diego	National City	2.951	2.904		1108690	Reo Dr to 54 EB	2	On Ramp	others	No	1	
SR54-E	11	San Diego	National City	2.951	2.904	3.168	1108689	Reo Dr to 54 EB	3	Mainline	loops	No	1	
SR54-E	11	San Diego		4.288	4.241	1.06	1108731	Woodman St to 54 EB	3	Mainline	loops	No	1	
SR54-E	11	San Diego		4.288	4.241		1122716	Woodman St to 54 EB	2	Off Ramp	loops	No	1	
SR54-E	11	San Diego		4.288	4.241		1108732	Woodman St to 54 EB	2	On Ramp	others	No	1	
SR54-E	11	San Diego		5.072	5.025		1113525	Briarwood Rd to 54 EB	2	Off Ramp	loops	No	1	
SR54-E	11	San Diego		5.072	5.025	2.892	1108733	Briarwood Rd to 54 EB	3	Mainline	loops	No	1	
SR54-E	11	San Diego		5.072	5.025		1108734	Briarwood Rd to 54 EB	2	On Ramp	others	No	1	
SR54-W	11	San Diego	National City	0	0	1.482	1119241	54 WB W/O Rte 125	3	Mainline		No	1	
SR54-W	11	San Diego	National City	0	0		1119255	54 WB W/O Rte 125	2	Fwy-Fwy		No	1	
SR54-W	11	San Diego	National City	2.968	2.965	3.035	1108691	Reo Dr to 54 WB	3	Mainline	loops	No	1	
SR54-W	11	San Diego	National City	2.968	2.965		1108692	Reo Dr to 54 WB	2	On Ramp	others	No	1	
SR54-W	11	San Diego		4.039	4.036		1116363	Woodman St to 54 WB	2	Off Ramp	loops	No	1	
SR54-W	11	San Diego		4.039	4.036		1108736	Woodman St to 54 WB	2	On Ramp	others	No	1	
SR54-W	11	San Diego		4.039	4.036	.899	1108735	Woodman St to 54 WB	3	Mainline	loops	No	1	
SR54-W	11	San Diego		4.767	4.764		1108738	Briarwood Rd to 54 WB	2	On Ramp	others	No	1	
SR54-W	11	San Diego		4.767	4.764		1113527	Briarwood Rd to 54 WB	1	Off Ramp	loops	No	1	
SR54-W	11	San Diego		4.767	4.764	2.864	1108737	Briarwood Rd to 54 WB	3	Mainline	loops	No	1	
SR55-N	12	Orange	Costa Mesa	R2.7	2.7		1203014	VICTORIA1	1	Off Ramp	loops	No	1824	
SR55-N	12	Orange	Costa Mesa	R2.77	2.77	2.65	1203021	VICTORIA1	4	Mainline	loops	No	1824	
SR55-N	12	Orange	Costa Mesa	R3.07	3.07	.41	1203035	VICTORIA2	4	Mainline		No	1806	
SR55-N	12	Orange	Costa Mesa	R3.091	3.091		1203027	VICTORIA2	1	On Ramp		No	1806	
SR55-N	12	Orange	Costa Mesa	R3.59	3.59		1203055	FAIR 1	1	Off Ramp	loops	No	1805	
SR55-N	12	Orange	Costa Mesa	R3.59	3.59	.45	1203057	FAIR 1	4	Mainline	loops	No	1805	
SR55-N	12	Orange	Costa Mesa	R3.97	3.97	.495	1203071	FAIR 2	4	Mainline	loops	No	1804	
SR55-N	12	Orange	Costa Mesa	R3.97	3.97		1203063	FAIR 2	1	On Ramp	loops	No	1804	
SR55-N	12	Orange	Costa Mesa	R4.58	4.58		1210221	N55 to N73	2	Fwy-Fwy	loops	No	2501	
SR55-N	12	Orange	Costa Mesa	R4.58	4.58	.365	1203082	BRISTOL	4	Mainline	loops	No	2501	
SR55-N	12	Orange	Costa Mesa	R4.7	4.7		1210207	BAKER 1	1	Off Ramp	loops	No	952	
SR55-N	12	Orange	Costa Mesa	R4.7	4.7	.24	1210205	BAKER 1	3	Mainline	loops	No	952	
SR55-N	12	Orange	Costa Mesa	R5.06	5.06	2.87	1210194	N73 to N55	2	HOV	loops	24H	2503	
SR55-N	12	Orange	Costa Mesa	R5.06	5.06	.405	1210190	BAKER 2	3	Mainline	loops	No	2503	
SR55-N	12	Orange	Costa Mesa	R5.51	5.51	.405	1210172	PAULARINO 1	4	Mainline	loops	No	2350	
SR55-N	12	Orange	Costa Mesa	R5.8	5.8		1210159	N 55 TO S 405	1	Fwy-Fwy	loops	No	916	
