ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
601101	41	S	6	39		1	136.002	36.890711	-119.793037	3.402	ML	2	VALLEY CHILDREN BLVD DT 41 SB				
601105	41	S	6	19		0.006	101.768	36.402147	-119.807102	2.532	ML	3	HUNTINGTON AVE 41 SB				
601209	41	N	6	19	27000	22.6805	124.433	36.728879	-119.78227	1.125	ML	3	BROADWAY AVE 41 NB				
601211	41	N	6	19	27000	23.7205	125.474	36.742744	-119.777251	.24	ML	3	TULARE AVE LP 41 NB				
601212	41	N	6	19	27000	23.9105	125.663	36.745383	-119.776414	.625	ML	3	DIVISADERO 41 NB				
601213	41	N	6	19	27000	25.3405	127.093	36.765707	-119.777389	.455	ML	3	MCKINLEY AVE DT 41 NB				
601214	41	N	6	19	27000	26.4005	128.154	36.778591	-119.784664	.535	ML	3	SHIELDS AVE LP 41 NB				
601218	41	S	6	19	27000	30.2905	132.044	36.834941	-119.785203	.385	ML	3	HERNDON AVE LP 41 SB				
601219	41	S	6	19	27000	31.5515	133.305	36.852727	-119.787862	2.201	ML	2	FRIANT RD LP 41 SB				
601220	41	N	6	19	27000	21.1125	122.866	36.706852	-119.784779	.5	ML	2	JENSEN AVE LOOP 41 NB				
601221	41	N	6	19	27000	21.1805	122.933	36.707805	-119.78457	.783	ML	3	JENSEN AVE DIRECT 41 NB				
601222	41	N	6	19		20.1805	121.933	36.693365	-119.785745	2.967	ML	2	NORTH AVE DT 41 NB				
601253	180	W	6	19		40.044	16.544	36.734714	-120.106773	3	ML	2	FOWLER AVE LP WB 180				
601255	180	W	6	19		41.044	17.544	36.73473	-120.088784	3	ML	2	TEMPERANCE AVE LP WB 180				
601300	180	E	6	19	27000	56.0005	32.501	36.735253	-119.819333	3.2	ML	3	HUGHES AVE 180 EB				
601301	99	N	6	39		9.51	153.478	36.946898	-120.045004	.685	ML	2	GATEWAY DR SR 99 SB				
601302	99	N	6	39		10.06	154.028	36.95162	-120.053013	1.11	ML	2	MADERA AVE. 99 NB				
