ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
158410	58	W	6	29		56.987	113.813	35.352643	-118.957296	.459	ML	3	E OF QUANT AVE	1			
258410	58	E	6	29		56.988	113.814	35.352413	-118.95728	.459	ML	3	E OF QUANT AVE	1			
601100	180	W	6	19	27000	60.935	37.399	36.754715	-119.735475	.205	ML	1	CHESTNUT LP 180 WB	1			
601101	41	S	6	39		1	136.002	36.890711	-119.793037	.436	ML	2	VALLEY CHILDREN BLVD DT 41 SB	1			
601102	41	S	6	39		1.17	136.172	36.893199	-119.792958	2.585	ML	2	VALLEY CHILDREN BLVD LP 41 SB	1			
601103	180	E	6	19		54.595	31.058	36.738176	-119.845004	.46	ML	2	MARKS AVE LP 180 EB	1			
601105	99	N	6	19		12.55	124.89	36.642613	-119.701748	.51	ML	3	CLOVIS AVE 99 NB	1			
601106	99	N	6	29	44826	50.395	51.255	35.68891	-119.229506	1.403	ML	4	RTE 99 JSO ELMO NB	1			
601108	180	W	6	19	27000	60.051	36.515	36.755129	-119.751416	.231	ML	3	CEDAR AVE 180 WB ML (WB)	1			
601171	178	W	6	29		7.55	7.55	35.396837	-118.916185	2.625	ML	2	MORNING DR dt 178 WB	1			
601173	178	W	6	29		7.8	7.8	35.396897	-118.911795	2.625	ML	2	MORNING DR LP 178 WB	1			
601174	178	E	6	29		7.89	7.919	35.396914	-118.910197	5	ML	2	MORNING DR DT 178 EB	1			
601201	180	W	6	19		57.152	33.616	36.74779	-119.802154	.326	ML	3	FULTON 180 WB	1			
601202	180	E	6	19		57.4005	33.887	36.749656	-119.79799	.459	ML	3	VAN NESS 180 EB	1			
601203	180	W	6	19	27000	57.759	34.223	36.751724	-119.792348	.549	ML	3	BLACKSTONE AVE 180 EB	1			
601204	180	E	6	19	27000	58.005	34.491	36.752437	-119.787691	.425	ML	3	ABBY AVE 180 EB	1			
601205	41	S	6	19	27000	27.3505	129.104	36.792366	-119.784833	.515	ML	3	ASHLAN AVE 41 SB	1			
601206	41	S	6	19	27000	28.395	130.148	36.807473	-119.785435	.244	ML	3	SHAW AVE DT 41 SB	1			
601207	41	S	6	19	27000	28.4705	130.224	36.808576	-119.78544	.294	ML	3	SHAW AVE LP 41 SB	1			
601208	41	S	6	19	27000	29.2908	131.044	36.82047	-119.785561	.494	ML	3	BULLARD AVE DT 41 SB	1			
601209	41	N	6	19	27000	22.677	124.43	36.728846	-119.782305	.556	ML	3	BROADWAY AVE 41 NB	1			
601210	41	N	6	19	27000	23.0605	124.814	36.733186	-119.77801	.382	ML	3	M STREET 41 NB	1			
601211	41	N	6	19	27000	23.6995	125.453	36.742445	-119.777312	.234	ML	3	TULARE AVE LP 41 NB	1			
601212	41	N	6	19	27000	23.9105	125.663	36.745383	-119.776414	.26	ML	3	DIVISADERO 41 NB	1			
601213	41	N	6	19	27000	25.3405	127.093	36.765707	-119.777389	.74	ML	3	MCKINLEY AVE DT 41 NB	1			
601214	41	N	6	19	27000	26.4005	128.154	36.778591	-119.784664	.61	ML	3	SHIELDS AVE LP 41 NB	1			
