Fwy,District,County,City,CA PM,Abs PM,Length,ID,Name,Lanes,Type,Sensor Type,HOV,MS ID,IRM,Latitude,Longitude,Dir,State_PM,Abs_PM,User_ID_1,_file_date,_source_file
I5-N,12,Orange,Santa Ana,31.9,104.151,0.45,1209764,GRAND 2,2.0,HOV,loops,24H,569,,33.755834,-117.85344,N,31.9,104.151,569,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.5,104.751,0.55,1209931,17TH 2,2.0,HOV,loops,24H,572,,33.760465,-117.862379,N,32.5,104.751,572,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.5,104.751,,1205255,17TH 2,1.0,On Ramp,loops,No,572,,33.760465,-117.862379,N,32.5,104.751,572,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.5,104.751,,1205260,17TH 2,1.0,Off Ramp,loops,No,572,,33.760465,-117.862379,N,32.5,104.751,572,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.5,104.751,0.435,1205262,17TH 2,5.0,Mainline,loops,No,572,,33.760465,-117.862379,N,32.5,104.751,572,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.6,104.851,0.35,1205269,17TH 3,5.0,Mainline,loops,No,570,,33.761599,-117.863369,N,32.6,104.851,570,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,32.6,104.851,,1209943,17TH 3,1.0,On Ramp,loops,No,570,,33.761599,-117.863369,N,32.6,104.851,570,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33,105.251,0.35,1209951,MAIN 1,2.0,HOV,loops,24H,210,,33.766579,-117.866456,N,33,105.251,210,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.2,105.451,0.15,1209965,2,2.0,HOV,loops,24H,571,,33.76901,-117.86784,N,33.2,105.451,571,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.2,105.451,0.6,1205290,MAIN 2,5.0,Mainline,loops,No,571,,33.76901,-117.86784,N,33.2,105.451,571,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.2,105.451,,1205281,MAIN 2,1.0,On Ramp,loops,No,571,,33.76901,-117.86784,N,33.2,105.451,571,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.2,105.451,,1209959,MAIN 2 OFF TO M&B,1.0,Off Ramp,loops,No,571,,33.76901,-117.86784,N,33.2,105.451,571,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.22,105.471,,1209964,"MAIN 2 (1=B,2=M) OFF",2.0,Off Ramp,,No,571,,33.769274,-117.868002,N,33.22,105.471,571,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.3,105.551,0.2,1210004,BROADWAY,2.0,HOV,loops,24H,2302,,33.770299,-117.868723,N,33.3,105.551,2302,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.6,105.851,0.45,1210011,SANTIAGO,2.0,HOV,loops,24H,5010,,33.773944,-117.871893,N,33.6,105.851,5010,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.8,106.051,,1210020,N5 TO W22,2.0,Fwy-Fwy,loops,No,2299,,33.776455,-117.873886,N,33.8,106.051,2299,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,33.8,106.051,0.5,1205303,S OF 22,5.0,Mainline,loops,No,2299,,33.776455,-117.873886,N,33.8,106.051,2299,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,34.2,106.451,0.25,1205320,LA VETA,4.0,Mainline,loops,No,2298,,33.781151,-117.878226,N,34.2,106.451,2298,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,34.2,106.451,0.4,1210034,LA VETA,2.0,HOV,loops,24H,2298,,33.781151,-117.878226,N,34.2,106.451,2298,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,34.2,106.451,,1205315,N5 TO N57,2.0,Fwy-Fwy,loops,No,2298,,33.781151,-117.878226,N,34.2,106.451,2298,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,34.3,106.551,0.4,1205330,N OF 57,4.0,Mainline,loops,No,2269,,33.782039,-117.879468,N,34.3,106.551,2269,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,34.4,106.651,0.2,1212013,N OF 57*,1.0,HOV,loops,24H,2269,,33.782887,-117.880773,N,34.4,106.651,2269,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,34.4,106.651,,1212015,E22 TO N5,2.0,Fwy-Fwy,loops,No,2269,,33.782887,-117.880773,N,34.4,106.651,2269,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,34.6,106.851,0.3,1212142,CHAPMAN 1,1.0,HOV,loops,24H,265,,33.785047,-117.883174,N,34.6,106.851,265,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Santa Ana,34.6,106.851,,1212143,CHAPMAN 1,1.0,Off Ramp,loops,No,265,,33.785047,-117.883174,N,34.6,106.851,265,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35,107.251,,1205369,CHAPMAN 2,1.0,On Ramp,loops,No,573,,33.789689,-117.887536,N,35,107.251,573,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35,107.251,0.25,1205373,CHAPMAN 2,2.0,HOV,loops,24H,573,,33.789689,-117.887536,N,35,107.251,573,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35,107.251,0.4,1205375,CHAPMAN 2,5.0,Mainline,loops,No,573,,33.789689,-117.887536,N,35,107.251,573,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.1,107.351,,1212622,STATE COLLEGE,2.0,Off Ramp,loops,No,5500,,33.790771,-117.888724,N,35.1,107.351,5500,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.1,107.351,,1212038,STATE COLLEGE,1.0,On Ramp,loops,No,5500,,33.790771,-117.888724,N,35.1,107.351,5500,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.1,107.351,0.3,1205341,STATE COLLEGE,5.0,Mainline,loops,No,5500,,33.790771,-117.888724,N,35.1,107.351,5500,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.1,107.351,0.3,1212268,STATE COLLEGE,2.0,HOV,loops,24H,5500,,33.790771,-117.888724,N,35.1,107.351,5500,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.4,107.651,,1213943,ORANGEWOOD 1,1.0,Fwy-Fwy,loops,No,5502,,33.793754,-117.891888,N,35.4,107.651,5502,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.6,107.851,0.65,1205380,GENE AUTRY,5.0,Mainline,loops,No,2018,,33.795663,-117.893833,N,35.6,107.851,2018,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.6,107.851,0.65,1212247,GENE AUTRY,1.0,HOV,loops,24H,2018,,33.795663,-117.893833,N,35.6,107.851,2018,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.6,107.851,,1212252,HOV DISNEY WAY OFF,1.0,Off Ramp,loops,No,2018,,33.795663,-117.893833,N,35.6,107.851,2018,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.6,107.851,,1213944,GENE AUTRY,1.0,Off Ramp,loops,No,2018,,33.795663,-117.893833,N,35.6,107.851,2018,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,35.63,107.881,,1212250,HOV GENE AUTRY OFF,2.0,Off Ramp,loops,No,2018,,33.795955,-117.894117,N,35.63,107.881,2018,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,0.44,1212150,ORANGEWOOD 2,1.0,HOV,loops,24H,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,,1212264,HOV GENE AUTRY ON 1,1.0,Fwy-Fwy,loops,No,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,0.44,1212001,ORANGEWOOD 2,4.0,Mainline,loops,No,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,,1212263,HOV DISNEY WAY OFF,1.0,Off Ramp,loops,No,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,,1212045,ORANGEWOOD 2,1.0,On Ramp,loops,No,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Orange,36.4,108.651,,1212261,KATELLA OFF,2.0,Off Ramp,loops,No,5503,,33.803764,-117.902246,N,36.4,108.651,5503,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.48,108.731,,1205400,KATELLA,1.0,On Ramp,loops,No,574,,33.805074,-117.903814,N,36.48,108.731,574,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.48,108.731,0.1,1205409,KATELLA,4.0,Mainline,loops,No,574,,33.805074,-117.903814,N,36.48,108.731,574,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.48,108.731,0.1,1205406,KATELLA,1.0,HOV,loops,24H,574,,33.805074,-117.903814,N,36.48,108.731,574,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.481,108.732,,1212665,HOV GENE AUTRY ON 2,1.0,On Ramp,loops,No,574,,33.805087,-117.903831,N,36.481,108.732,574,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.481,108.732,,1212664,HOV DISNEY WAY OFF,1.0,Off Ramp,loops,No,574,,33.805087,-117.903831,N,36.481,108.732,574,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.6,108.851,0.26,1212224,ANAHEIM 2,2.0,HOV,loops,24H,5504,,33.806644,-117.905829,N,36.6,108.851,5504,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.6,108.851,,1212117,ANAHEIM 2,1.0,On Ramp,,No,5504,,33.806644,-117.905829,N,36.6,108.851,5504,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,36.6,108.851,0.26,1212115,ANAHEIM 2,4.0,Mainline,loops,No,5504,,33.806644,-117.905829,N,36.6,108.851,5504,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37,109.251,0.39,1212216,S OF HARBOR,5.0,Mainline,loops,No,2491,,33.811147,-117.910643,N,37,109.251,2491,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37,109.251,0.39,1212217,S OF HARBOR,1.0,HOV,loops,24H,2491,,33.811147,-117.910643,N,37,109.251,2491,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.38,109.631,,1205426,HARBOR,1.0,On Ramp,loops,No,575,,33.815354,-117.915054,N,37.38,109.631,575,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.38,109.631,,1205430,HARBOR,1.0,Off Ramp,loops,No,575,,33.815354,-117.915054,N,37.38,109.631,575,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.38,109.631,0.35,1205432,HARBOR,4.0,Mainline,loops,No,575,,33.815354,-117.915054,N,37.38,109.631,575,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.38,109.631,0.35,1212179,HARBOR,1.0,HOV,loops,24H,575,,33.815354,-117.915054,N,37.38,109.631,575,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.7,109.951,0.31,1212191,BALL,1.0,HOV,loops,24H,576,,33.818891,-117.918657,N,37.7,109.951,576,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.7,109.951,0.36,1205452,BALL,4.0,Mainline,loops,No,576,,33.818891,-117.918657,N,37.7,109.951,576,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,37.7,109.951,,1205446,BALL,1.0,On Ramp,loops,No,576,,33.818891,-117.918657,N,37.7,109.951,576,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38,110.251,0.2,1212265,SOUTH 1,1.0,HOV,loops,24H,260,,33.822186,-117.92205,N,38,110.251,260,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38.1,110.351,0.6,1205473,SOUTH 2,4.0,Mainline,loops,No,577,,33.823323,-117.923123,N,38.1,110.351,577,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38.1,110.351,,1205468,SOUTH 2,1.0,On Ramp,loops,No,577,,33.823323,-117.923123,N,38.1,110.351,577,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38.1,110.351,0.45,1205471,SOUTH 2,1.0,HOV,loops,24H,577,,33.823323,-117.923123,N,38.1,110.351,577,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38.9,111.151,0.6,1212627,LINCOLN,1.0,HOV,loops,24H,578,,33.832016,-117.931513,N,38.9,111.151,578,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,38.9,111.151,0.6,1205493,LINCOLN,5.0,Mainline,loops,No,578,,33.832016,-117.931513,N,38.9,111.151,578,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.09,111.341,,1205491,LINCOLN,1.0,Off Ramp,loops,No,578,,33.833722,-117.934272,N,39.09,111.341,578,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.09,111.341,,1205487,LINCOLN,1.0,On Ramp,loops,No,578,,33.833722,-117.934272,N,39.09,111.341,578,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.3,111.551,0.35,1212648,EUCLID 1,1.0,HOV,loops,24H,5505,,33.834815,-117.938078,N,39.3,111.551,5505,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.3,111.551,0.35,1212649,EUCLID 1,4.0,Mainline,loops,No,5505,,33.834815,-117.938078,N,39.3,111.551,5505,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.6,111.851,0.37,1212689,EUCLID 2,1.0,HOV,loops,24H,580,,33.836731,-117.943038,N,39.6,111.851,580,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.6,111.851,0.37,1205517,EUCLID 2,4.0,Mainline,loops,No,580,,33.836731,-117.943038,N,39.6,111.851,580,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.6,111.851,,1205513,EUCLID 2,1.0,On Ramp,loops,No,580,,33.836731,-117.943038,N,39.6,111.851,580,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,39.6,111.851,,1212691,EUCLID 2,1.0,Off Ramp,loops,No,580,,33.836731,-117.943038,N,39.6,111.851,580,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.04,112.291,0.45,1205528,CRESCENT,5.0,Mainline,loops,No,581,,33.840124,-117.949259,N,40.04,112.291,581,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.04,112.291,0.45,1212578,CRESCENT,1.0,HOV,loops,24H,581,,33.840124,-117.949259,N,40.04,112.291,581,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.5,112.751,0.33,1212595,BROOKHURST 1,1.0,HOV,loops,24H,259,,33.843721,-117.955716,N,40.5,112.751,259,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.5,112.751,0.33,1212588,BROOKHURST 1,4.0,Mainline,loops,No,259,,33.843721,-117.955716,N,40.5,112.751,259,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.7,112.951,,1205546,BROOKHURST 2,1.0,On Ramp,loops,No,1512,,33.845442,-117.958388,N,40.7,112.951,1512,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.7,112.951,,1212566,BROOKHURST 2,2.0,Off Ramp,loops,No,1512,,33.845442,-117.958388,N,40.7,112.951,1512,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.7,112.951,,1205551,BROOKHURST 2,1.0,Off Ramp,loops,No,1512,,33.845442,-117.958388,N,40.7,112.951,1512,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.7,112.951,0.24,1212565,BROOKHURST 2,1.0,HOV,loops,24H,1512,,33.845442,-117.958388,N,40.7,112.951,1512,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.7,112.951,0.24,1205553,BROOKHURST 2,4.0,Mainline,loops,No,1512,,33.845442,-117.958388,N,40.7,112.951,1512,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.98,113.231,,1205558,LA PALMA,1.0,On Ramp,loops,No,582,,33.847549,-117.962444,N,40.98,113.231,582,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.98,113.231,0.32,1212609,LA PALMA,1.0,HOV,loops,24H,582,,33.847549,-117.962444,N,40.98,113.231,582,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,40.98,113.231,0.32,1205562,LA PALMA,5.0,Mainline,loops,No,582,,33.847549,-117.962444,N,40.98,113.231,582,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.34,113.591,0.41,1205567,GILBERT,5.0,Mainline,loops,No,2016,,33.850294,-117.968011,N,41.34,113.591,2016,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.34,113.591,0.41,1212672,GILBERT,1.0,HOV,loops,24H,2016,,33.850294,-117.968011,N,41.34,113.591,2016,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.8,114.051,,1213407,MAGNOLIA,1.0,Off Ramp,loops,No,258,,33.854226,-117.974766,N,41.8,114.051,258,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.8,114.051,0.28,1213418,MAGNOLIA,2.0,HOV,loops,24H,258,,33.854226,-117.974766,N,41.8,114.051,258,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.8,114.051,0.28,1205590,MAGNOLIA,4.0,Mainline,loops,No,258,,33.854226,-117.974766,N,41.8,114.051,258,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.8,114.051,,1213419,5 NB to 91 WB,2.0,Fwy-Fwy,loops,No,258,,33.854226,-117.974766,N,41.8,114.051,258,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.9,114.151,0.36,1214005,N OF MAGNOLIA,4.0,Mainline,loops,No,2270,,33.855211,-117.976025,N,41.9,114.151,2270,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.9,114.151,,1214009,N OF MAGNOLIA,1.0,Fwy-Fwy,loops,No,2270,,33.855211,-117.976025,N,41.9,114.151,2270,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.9,114.151,0.36,1214007,N OF MAGNOLIA,1.0,HOV,loops,24H,2270,,33.855211,-117.976025,N,41.9,114.151,2270,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Anaheim,41.92,114.171,,1214010,N OF MAGNOLIA,2.0,Fwy-Fwy,loops,No,2270,,33.855401,-117.97627,N,41.92,114.171,2270,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Fullerton,42.52,114.771,,1205601,ORANGETHORPE 2,1.0,On Ramp,loops,No,266,,33.859271,-117.98503,N,42.52,114.771,266,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Fullerton,42.52,114.771,0.4,1205607,ORANGETHORPE 2,6.0,Mainline,loops,No,266,,33.859271,-117.98503,N,42.52,114.771,266,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Fullerton,42.52,114.771,0.4,1216517,ORANGETHORPE 2,1.0,HOV,loops,24H,266,,33.859271,-117.98503,N,42.52,114.771,266,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Fullerton,42.52,114.771,,1216522,ORANGETHORPE 2,1.0,Off Ramp,loops,No,266,,33.859271,-117.98503,N,42.52,114.771,266,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,42.7,114.951,0.245,1216507,N OF ORANGETHORPE,2.0,HOV,loops,24H,5005,,33.860615,-117.987649,N,42.7,114.951,5005,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,42.7,114.951,0.245,1216505,N OF ORANGETHORPE,6.0,Mainline,loops,No,5005,,33.860615,-117.987649,N,42.7,114.951,5005,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.01,115.261,0.29,1205623,STANTON,5.0,Mainline,loops,No,257,,33.863248,-117.991902,N,43.01,115.261,257,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.01,115.261,0.3,1216485,STANTON,1.0,HOV,loops,24H,257,,33.863248,-117.991902,N,43.01,115.261,257,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.01,115.261,,1216489,STANTON,2.0,Off Ramp,loops,No,257,,33.863248,-117.991902,N,43.01,115.261,257,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.28,115.531,0.295,1205636,BEACH 1,5.0,Mainline,loops,No,2559,,33.865195,-117.995907,N,43.28,115.531,2559,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.3,115.551,0.295,1216409,BEACH 1,1.0,HOV,loops,24H,2559,,33.865349,-117.996199,N,43.3,115.551,2559,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.6,115.851,0.3,1216582,BEACH 2,1.0,HOV,loops,24H,1803,,33.867724,-118.00058,N,43.6,115.851,1803,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.6,115.851,,1205651,BEACH 2,1.0,On Ramp,loops,No,1803,,33.867724,-118.00058,N,43.6,115.851,1803,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.6,115.851,,1205656,BEACH 2,1.0,Off Ramp,loops,No,1803,,33.867724,-118.00058,N,43.6,115.851,1803,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.6,115.851,0.31,1205658,BEACH 2,4.0,Mainline,loops,No,1803,,33.867724,-118.00058,N,43.6,115.851,1803,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.9,116.151,0.699,1216545,Western,1.0,HOV,,24H,2242,,33.870031,-118.005021,N,43.9,116.151,2242,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,43.9,116.151,0.375,1216538,Western,5.0,Mainline,loops,No,2242,,33.870031,-118.005021,N,43.9,116.151,2242,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,44.35,116.601,0.324,1205680,ARTESIA 2,5.0,Mainline,loops,No,267,,33.874466,-118.011177,N,44.35,116.601,267,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,44.35,116.601,,1205673,ARTESIA,1.0,On Ramp,loops,No,267,,33.874466,-118.011177,N,44.35,116.601,267,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,12,Orange,Buena Park,44.35,116.601,,1205678,ARTESIA 2,2.0,Off Ramp,,No,267,,33.874466,-118.011177,N,44.35,116.601,267,2023-09-21,d12_text_meta_2023_09_21.txt
I5-N,7,Los Angeles,La Mirada,.68,117.313,0.828,715898,PHOEBE,3.0,Mainline,loops,No,2029,,33.880069,-118.021261,N,.68,117.313,2029,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,La Mirada,1.11,117.743,,715901,VALLEY VIEW,1.0,On Ramp,loops,No,3268,,33.8834,-118.027451,N,1.11,117.743,3268,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,La Mirada,1.11,117.743,,762355,VALLEY VIEW,1.0,Off Ramp,loops,No,3268,,33.8834,-118.027451,N,1.11,117.743,3268,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,La Mirada,1.11,117.743,0.44,716899,VALLEY VIEW,3.0,Mainline,loops,No,3268,,33.8834,-118.027451,N,1.11,117.743,3268,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Santa Fe Springs,1.56,118.193,0.46,716900,ALONDRA,3.0,Mainline,loops,No,3269,,33.886992,-118.034125,N,1.56,118.193,3269,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Santa Fe Springs,1.56,118.193,,715903,ALONDRA,1.0,On Ramp,loops,No,3269,,33.886992,-118.034125,N,1.56,118.193,3269,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Santa Fe Springs,2.03,118.663,0.355,762353,SPRING ST,4.0,Mainline,loops,No,2028,,33.890697,-118.041009,N,2.03,118.663,2028,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Santa Fe Springs,2.27,118.903,0.245,775012,CARMENITA,3.0,Mainline,,No,3253,,33.892607,-118.044468,N,2.27,118.903,3253,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Norwalk,2.52,119.153,,715905,CARMENITA,1.0,On Ramp,loops,No,3270,,33.894587,-118.048098,N,2.52,119.153,3270,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Norwalk,2.52,119.153,,716903,CARMENITA,1.0,Off Ramp,loops,No,3270,,33.894587,-118.048098,N,2.52,119.153,3270,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Norwalk,2.52,119.153,0.265,716904,CARMENITA,3.0,Mainline,loops,No,3270,,33.894587,-118.048098,N,2.52,119.153,3270,2023-12-22,d07_text_meta_2023_12_22.txt
I5-N,7,Los Angeles,Norwalk,2.8,119.433,0.38,718358,FIDEL,3.0,Mainline,loops,No,2546,,33.896767,-118.052213,N,2.8,119.433,2546,2023-12-22,d07_text_meta_2023_12_22.txt
